caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
19570102,-0.009802,-0.009802,-0.000222,-0.000222,73182361.8,91,73906764,91,,
19570103,0.008416,0.008416,0.006109,0.006109,73798244.8,91,73182361.8,91,,
19570104,0.001393,0.001393,0.005468,0.005468,73901029.2,91,73798244.8,91,,
19570107,-0.004444,-0.004444,0.000249,0.000249,73572587.9,91,73901029.2,91,,
19570108,-0.003637,-0.003637,-0.000901,-0.000901,73304976.8,91,73572587.9,91,,
19570109,-0.002379,-0.002379,-0.000955,-0.000955,73130567.8,91,73304976.8,91,,
19570110,0.003054,0.003025,0.005326,0.005205,73351784.4,91,73130567.8,91,,
19570111,-0.002031,-0.002031,-0.000159,-0.000159,73202793.9,91,73351784.4,91,,
19570114,-0.007403,-0.007412,-0.00633,-0.006491,72660195,91,73202793.9,91,,
19570115,-0.014347,-0.014538,-0.008383,-0.008917,71603836.6,91,72660195,91,,
19570116,0.001114,0.001093,0.001245,0.001065,71682133.1,91,71603836.6,91,,
19570117,0.000017,0.000017,-0.003139,-0.003139,71683339.5,91,71682133.1,91,,
19570118,-0.013267,-0.013267,-0.010637,-0.010637,70732332.6,91,71683339.5,91,,
19570121,-0.004921,-0.004999,-0.003979,-0.004113,70378761,91,70732332.6,91,,
19570122,0.002664,0.002578,0.002167,0.002055,70327154.2,91,70146349.5,89,,
19570123,0.007366,0.007366,0.006935,0.006935,71079297.6,91,70327154.2,89,,
19570124,0.003511,0.003511,0.001624,0.001624,71328881.9,91,71079297.6,91,,
19570125,-0.004796,-0.004796,-0.003866,-0.003866,70986777.1,91,71328881.9,91,,
19570128,-0.007125,-0.007125,-0.005463,-0.005463,70480986.4,91,70986777.1,91,,
19570129,0.005038,0.004206,0.005585,0.0051,70777396,91,70480986.4,91,,
19570130,0.005438,0.005297,0.004134,0.003822,71152315.4,91,70777396,91,,
19570131,-0.004466,-0.004466,-0.002506,-0.002506,70834520.5,91,71152315.4,91,,
19570201,-0.002646,-0.002646,-0.003354,-0.003354,70647070,91,70834520.5,91,,
19570204,-0.00129,-0.00129,-0.000992,-0.000992,70555953.3,91,70647070,91,,
19570205,-0.013086,-0.014537,-0.012877,-0.014087,69530278.5,91,70555953.3,91,,
19570206,0.000719,-0.001056,0.001258,0.000943,69456868.1,91,69530278.5,91,,
19570207,-0.004989,-0.004989,-0.006322,-0.006322,69110335.2,91,69456868.1,91,,
19570208,-0.004951,-0.006958,-0.005584,-0.005719,68643712.5,91,69110335.2,91,,
19570211,-0.017165,-0.017613,-0.018841,-0.019802,67434696.1,91,68643712.5,91,,
19570212,-0.004074,-0.004074,-0.004019,-0.004019,67159969,91,67434696.1,91,,
19570213,0.01585,0.015471,0.014618,0.014097,68198987.9,91,67159969,91,,
19570214,-0.001069,-0.001424,-0.001345,-0.001497,68101858.1,91,68198987.9,91,,
19570215,0.012101,0.012101,0.011165,0.011165,68925957.5,91,68101858.1,91,,
19570218,-0.000787,-0.001281,-0.001115,-0.002291,68591277.3,91,68679287.5,90,,
19570219,0.000777,0.000526,-0.000613,-0.000915,68874041.2,91,68591277.3,90,,
19570220,0.0036,0.00352,0.002609,0.002317,68942075.6,91,68700273.2,90,,
19570221,-0.003813,-0.003842,-0.003731,-0.003822,68849424,91,68942075.6,90,,
19570225,-0.002023,-0.002023,0.001399,0.001399,68571963.5,91,68715574.5,90,,
19570226,0.001801,0.001182,0.001249,0.000191,68801524,91,68571963.5,90,,
19570227,-0.000255,-0.000407,0.001522,0.001172,68773512.5,91,68801524,91,,
19570228,-0.003458,-0.003504,-0.001583,-0.001729,68532508.9,91,68773512.5,91,,
19570301,0.00944,0.009404,0.006412,0.006304,173146007,501,171532872,500,,
19570304,0.006674,0.006601,0.005391,0.005347,174166889,499,173024818,498,,
19570305,0.004372,0.003999,0.004558,0.003726,174861998,499,174166889,498,,
19570306,0.003907,0.002764,0.002135,0.001617,175322018,499,174838688,497,,
19570307,-0.002916,-0.002952,-0.000322,-0.000475,174852435,499,175322018,497,,
19570308,-0.003527,-0.003547,-0.003372,-0.003499,174253606,499,174852435,498,,
19570311,-0.005943,-0.005993,-0.003348,-0.003505,173209228,499,174253606,498,,
19570312,0.000117,-0.00059,-0.000667,-0.001647,173106971,499,173209228,498,,
19570313,0.006265,0.006171,0.00634,0.00611,174206116,499,173106971,498,,
19570314,0.001012,0.001012,0.001021,0.001021,174382370,499,174206116,498,,
19570315,0.001241,0.00112,0.000955,0.000763,174589409,499,174382370,498,,
19570318,-0.004132,-0.004158,-0.003289,-0.003362,173880435,499,174589409,498,,
19570319,0.003846,0.003732,0.003151,0.002965,174529377,499,173880435,498,,
19570320,0.001524,0.001432,0.003055,0.00298,174759900,499,174510057,497,,
19570321,0.000628,0.000622,-0.000199,-0.00022,174887900,499,174759900,497,,
19570322,-0.001823,-0.001835,-0.000131,-0.000165,174566999,499,174887900,498,,
19570325,-0.003809,-0.003811,-0.004226,-0.004256,173901723,499,174566999,498,,
19570326,0.001793,0.001734,0.000277,-0.000014,174203278,499,173901723,498,,
19570327,0.003212,0.003212,0.002182,0.002182,174762819,499,174203278,498,,
19570328,0.003189,0.003158,0.00344,0.003371,175314778,499,174762819,498,,
19570329,-0.001347,-0.001377,-0.00135,-0.001378,175073435,499,175314778,498,,
19570401,0.000379,0.000356,-0.000457,-0.000479,175124321,499,175061997,497,,
19570402,0.00653,0.006409,0.004391,0.004115,176295133,499,175124321,497,,
19570403,0.003328,0.003313,0.004682,0.004607,176904040,499,176295133,498,,
19570404,-0.002418,-0.002422,-0.001256,-0.001276,176468306,499,176896759,497,,
19570405,0.000889,0.000796,0.000289,0.000072,176635557,499,176468306,497,,
19570408,0.000861,0.000857,0.000756,0.000725,176786870,499,176635557,498,,
19570409,0.009097,0.009086,0.005119,0.005028,178393095,499,176786870,498,,
19570410,0.005218,0.005145,0.004208,0.004002,179310848,499,178393095,498,,
19570411,-0.000015,-0.00002,0.001007,0.000958,179307067,499,179310848,498,,
19570412,0.002206,0.002185,0.00163,0.001567,179923161,499,179307067,498,,
19570415,-0.001108,-0.001277,-0.000225,-0.000543,179487451,499,179748618,497,,
19570416,0.001213,0.001159,0.000449,0.000428,179869257,499,179487451,497,,
19570417,0.002587,0.002587,0.001857,0.001857,180334654,499,179869257,498,,
19570418,0.007329,0.007291,0.004551,0.004503,181649390,499,180334654,498,,
19570422,0.001121,0.001121,-0.000126,-0.000126,181853060,499,181649390,498,,
19570423,0.005573,0.005367,0.00227,0.002159,182829152,499,181853060,498,,
19570424,0.001458,0.001456,0.000956,0.000945,183095438,499,182829152,498,,
19570425,-0.003443,-0.003476,-0.001932,-0.002005,182459046,499,183095438,498,,
19570426,-0.000841,-0.000892,-0.001424,-0.001528,182296305,499,182459046,498,,
19570429,0.004564,0.00456,0.002086,0.002061,183127539,499,182296305,498,,
19570430,0.001112,0.000754,-0.000387,-0.000585,183265643,499,183127539,498,,
19570501,0.005972,0.005869,0.001593,0.001453,183845453,499,182772752,497,,
19570502,0.007952,0.007949,0.003941,0.003914,185801125,499,183845453,497,,
19570503,-0.000861,-0.001023,0.002072,0.001982,185610978,499,185801125,498,,
19570506,-0.001443,-0.001496,-0.000044,-0.000092,185333267,499,185610978,498,,
19570507,-0.001843,-0.002798,-0.000468,-0.000998,184814794,499,185333267,498,,
19570508,0.004248,0.003572,0.003011,0.002899,185425996,499,184765994,497,,
19570509,0.001348,0.001339,0.002105,0.002076,185723593,499,185425996,497,,
19570510,0.004619,0.004333,0.003103,0.002418,186528426,499,185723593,498,,
19570513,0.008183,0.007433,0.003242,0.003191,187914975,499,186528426,498,,
19570514,-0.004646,-0.005048,-0.002184,-0.002758,186979505,499,187914975,498,,
19570515,0.00291,0.002858,0.002311,0.002148,187508122,499,186973665,497,,
19570516,0.004144,0.00393,0.00428,0.004048,188247522,499,187508122,497,,
19570517,0.002993,0.002951,0.002506,0.002433,188802966,499,188247522,498,,
19570520,0.003093,0.003063,0.001801,0.001705,189381265,499,188802966,498,,
19570521,0.001111,0.000821,-0.000256,-0.000584,189624435,499,189214924,497,,
19570522,-0.003494,-0.004028,-0.00268,-0.003003,188952125,499,189549378,496,,
19570523,-0.001239,-0.001246,-0.001885,-0.001912,188791387,499,188952125,497,,
19570524,0.001287,0.001284,0.001152,0.001096,189033702,499,188791387,498,,
19570527,-0.008843,-0.00916,-0.007471,-0.00823,187302077,499,189033702,498,,
19570528,-0.001555,-0.001874,-0.001383,-0.002003,186951120,499,187302077,498,,
19570529,0.009435,0.009363,0.006247,0.006143,188457926,499,186709680,497,,
19570531,0.004843,0.004699,0.003179,0.002942,189586695,499,188457926,497,,
19570603,-0.001325,-0.001367,-0.001788,-0.00186,189327560,499,189586695,498,,
19570604,-0.001453,-0.001751,0.000441,-0.000208,189018764,499,189327560,498,,
19570605,0.000265,-0.001059,-0.000185,-0.000749,188802588,499,189002737,497,,
19570606,0.007107,0.007055,0.002202,0.002006,190150513,499,188802588,497,,
19570607,0.001071,0.001062,0.000779,0.000702,190352464,499,190150513,498,,
19570610,-0.005432,-0.005522,-0.004872,-0.00492,189301349,499,190352464,498,,
19570611,0.01268,0.012337,0.010233,0.009413,191636714,499,189301349,498,,
19570612,0.00185,0.001789,0.00154,0.001294,191979500,499,191636714,498,,
19570613,0.002147,0.002124,0.000548,0.000485,191597073,499,191190965,497,,
19570614,0.000121,0.000106,-0.001398,-0.001486,192422015,499,191597073,497,,
19570617,0.002287,0.002198,0.000033,-0.000121,192890287,499,192422015,498,,
19570618,-0.004259,-0.004556,-0.003843,-0.004014,191852856,499,192730871,497,,
19570619,-0.009292,-0.009375,-0.005869,-0.005964,190223283,500,191869976,498,,
19570620,-0.005987,-0.006002,-0.00394,-0.003994,188997298,499,190138544,497,,
19570621,-0.005849,-0.005849,-0.005446,-0.005446,187917988,499,188997298,497,,
19570624,-0.007596,-0.007629,-0.005468,-0.005493,186415407,499,187848482,496,,
19570625,0.008036,0.007939,0.00614,0.005936,187964111,499,186415407,496,,
19570626,-0.001578,-0.001622,-0.000261,-0.000392,187659212,499,187964111,498,,
19570627,0.004095,0.004087,0.002205,0.002151,188426104,499,187659212,498,,
19570628,0.00264,0.00264,0.001729,0.001729,188909079,499,188411706,497,,
19570701,0.001686,0.001598,0.001066,0.00094,188627573,499,188326575,496,,
19570702,0.009252,0.009218,0.005294,0.005115,190866667,499,188549105,495,,
19570703,0.008165,0.008157,0.006589,0.00655,192587772,500,190951408,497,,
19570705,0.008617,0.008539,0.007062,0.006884,194203508,499,192559313,497,,
19570708,0.003703,0.003683,0.003106,0.003052,194674584,499,193932508,496,,
19570709,-0.003012,-0.003051,-0.00261,-0.002707,194354116,499,194674584,497,,
19570710,0.007036,0.006969,0.004959,0.00472,195820957,500,194465681,498,,
19570711,-0.004297,-0.004299,-0.002506,-0.002535,195094505,499,195729767,497,,
19570712,0.004591,0.004574,0.001419,0.001364,195986787,499,195094505,498,,
19570715,0.001045,0.001045,0.000517,0.000517,196191606,499,195986787,498,,
19570716,-0.005206,-0.005416,-0.002393,-0.002665,195110436,499,196172976,497,,
19570717,-0.006059,-0.006066,-0.004596,-0.004628,193929129,499,195093851,496,,
19570718,-0.001044,-0.001054,-0.000771,-0.000826,193740986,499,193929129,497,,
19570719,0.001039,0.001039,-0.001225,-0.001225,193876065,499,193674879,497,,
19570722,-0.001972,-0.002006,-0.00165,-0.001698,193551893,499,193876065,497,,
19570723,-0.001084,-0.001143,0.000029,-0.000088,193330607,499,193551893,498,,
19570724,0.00113,0.00113,0.00099,0.00099,193549087,499,193330607,498,,
19570725,0.000111,0.000096,-0.000082,-0.000112,193567636,499,193549087,498,,
19570726,-0.003169,-0.003208,-0.003347,-0.003394,192946698,499,193567636,498,,
19570729,-0.011366,-0.01138,-0.010242,-0.010285,190751039,499,192946698,498,,
19570730,0.000877,0.000379,0.001199,0.000992,190823297,499,190751039,498,,
19570731,-0.00002,-0.000284,0.000621,0.000449,190769088,499,190823297,498,,
19570801,-0.002426,-0.002436,-0.003036,-0.00309,190285942,499,190750660,497,,
19570802,-0.001123,-0.001123,-0.000972,-0.000972,190072190,499,190285942,497,,
19570805,-0.008636,-0.008685,-0.006747,-0.006791,188421399,499,190072190,497,,
19570806,-0.011502,-0.012395,-0.008677,-0.009268,185427907,499,187755223,496,,
19570807,0.008564,0.007913,0.006056,0.005931,187437392,499,185315189,495,,
19570808,-0.002571,-0.00263,-0.001787,-0.001826,187056616,499,187437392,496,,
19570809,0.000136,0.000123,-0.001353,-0.001384,187073854,499,187050868,496,,
19570812,-0.011083,-0.012136,-0.008032,-0.008728,184536812,499,186799106,494,,
19570813,-0.000073,-0.000524,-0.00038,-0.000886,184716435,499,184536812,495,,
19570814,-0.012548,-0.012644,-0.011283,-0.01148,182380882,499,184716435,497,,
19570815,0.000836,0.000806,-0.000123,-0.000274,182527811,499,182380882,497,,
19570816,0.001732,0.001619,0.00169,0.001594,182823250,499,182527811,497,,
19570819,-0.020018,-0.020068,-0.016042,-0.016146,179154380,499,182823250,497,,
19570820,0.008833,0.00851,0.004718,0.004244,180417058,499,178894740,496,,
19570821,0.00485,0.004345,0.004608,0.004439,181793559,502,180747005,499,,
19570822,-0.00718,-0.00722,-0.005934,-0.006054,180361185,499,181672774,497,,
19570823,-0.013982,-0.014068,-0.012912,-0.012953,177902066,499,180361185,497,,
19570826,-0.014147,-0.014152,-0.01389,-0.013906,175382802,499,177902066,498,,
19570827,0.016843,0.016535,0.014003,0.013126,178282720,499,175382802,498,,
19570828,0.001175,0.000702,0.000516,-0.000128,178552768,499,178282720,498,,
19570829,-0.00405,-0.004103,-0.004959,-0.005027,177820180,499,178552768,498,,
19570830,0.01731,0.017195,0.014119,0.013913,180877800,499,177820180,498,,
19570903,0.005087,0.004806,0.004867,0.004221,181175593,499,180308990,497,,
19570904,-0.008561,-0.008637,-0.006335,-0.006478,180180898,499,181175593,497,,
19570905,-0.004022,-0.005016,-0.003183,-0.003726,179277148,499,180180898,498,,
19570906,-0.003118,-0.003217,-0.000282,-0.000517,178578819,499,179155090,497,,
19570909,-0.008922,-0.009066,-0.008046,-0.008321,177081875,499,178578819,497,,
19570910,-0.008946,-0.009152,-0.009061,-0.009718,175472459,499,177081875,498,,
19570911,0.009007,0.008927,0.006122,0.005524,177038850,499,175472459,498,,
19570912,0.01278,0.01274,0.010938,0.010816,179294378,499,177038850,498,,
19570913,-0.000604,-0.000612,0.002206,0.002165,179184659,499,179294378,498,,
19570916,-0.005263,-0.005319,-0.004167,-0.004334,178224670,499,179184659,498,,
19570917,0.001748,0.001296,0.000895,0.000388,178440978,499,178210084,497,,
19570918,0.001456,0.001311,0.0003,0.000158,178648238,499,178399926,496,,
19570919,-0.006737,-0.006748,-0.005373,-0.005408,177485449,499,178648238,497,,
19570920,-0.015375,-0.015417,-0.01377,-0.013781,174749184,499,177485449,498,,
19570923,-0.021215,-0.02125,-0.021934,-0.021958,171004872,499,174717691,497,,
19570924,0.007041,0.007026,0.006619,0.006578,172001024,499,170770152,496,,
19570925,-0.01193,-0.011997,-0.015841,-0.016116,170183326,499,172001024,497,,
19570926,0.002341,0.002339,0.003924,0.003888,170581326,499,170183326,498,,
19570927,-0.000758,-0.000765,0.005673,0.005646,170450776,499,170581326,498,,
19570930,-0.003124,-0.003124,-0.003378,-0.003378,169918270,499,170450776,498,,
19571001,0.007839,0.007763,0.002906,0.002778,171167766,499,169849270,497,,
19571002,0.008223,0.008156,0.00805,0.007952,172632302,499,171167766,497,,
19571003,0.000745,0.000728,0.000338,0.00021,172757958,499,172632302,498,,
19571004,-0.007978,-0.008009,-0.005174,-0.005207,171297721,499,172680680,497,,
19571007,-0.019731,-0.019791,-0.01473,-0.014932,167984281,499,171297721,497,,
19571008,-0.006695,-0.006833,-0.013045,-0.013186,166836452,499,167984281,498,,
19571009,0.001786,0.001778,0.004663,0.004658,167133112,499,166836452,498,,
19571010,-0.024811,-0.024925,-0.025759,-0.026015,161143973,499,165263240,496,,
19571011,-0.000793,-0.000844,-0.003228,-0.003318,162844786,499,161143973,496,,
19571014,0.007654,0.007649,0.007052,0.00702,164090341,499,162844786,498,,
19571015,0.010583,0.010464,0.012004,0.011819,165676329,499,163960645,496,,
19571016,-0.008243,-0.008256,-0.007086,-0.007164,164379374,499,165676329,496,,
19571017,-0.017747,-0.017758,-0.020199,-0.020232,161460264,499,164379374,497,,
19571018,-0.008522,-0.008522,-0.008915,-0.008915,160048976,499,161424639,496,,
19571021,-0.029308,-0.029342,-0.035742,-0.035767,155092327,499,159746796,494,,
19571022,-0.004513,-0.004639,-0.007774,-0.007888,154643185,499,155061373,494,,
19571023,0.045055,0.045043,0.043339,0.043251,161639780,499,154643185,496,,
19571024,-0.000307,-0.000307,0.003491,0.003491,161590212,499,161639780,497,,
19571025,-0.002838,-0.002838,-0.004348,-0.004348,161131555,499,161590212,497,,
19571028,-0.004311,-0.004341,-0.004761,-0.004813,160411909,499,161111294,495,,
19571029,0.006951,0.006315,0.0058,0.00544,161302617,499,160270056,494,,
19571030,0.008996,0.008851,0.010374,0.010203,162873345,499,161302617,496,,
19571031,0.000687,0.000598,0.000557,-0.000083,162970714,499,162873345,497,,
19571101,-0.014672,-0.014909,-0.010373,-0.010444,160540996,499,162970714,497,,
19571104,0.00025,-0.001471,-0.001892,-0.002346,160304756,499,160540996,497,,
19571106,0.002015,0.001721,0.002768,0.002517,160570053,499,160294200,496,,
19571107,0.00582,0.005444,0.006728,0.006595,161327890,499,160443175,495,,
19571108,-0.010641,-0.011558,-0.008323,-0.008543,159787747,499,161220878,495,,
19571111,-0.001413,-0.001413,0.001466,0.001466,159667958,499,159787747,496,,
19571112,-0.012697,-0.013424,-0.008753,-0.009938,157425021,499,159566978,496,,
19571113,-0.001239,-0.001397,-0.002231,-0.002548,157188037,499,157310747,495,,
19571114,-0.00598,-0.0061,-0.00771,-0.007872,156344424,499,157188037,496,,
19571115,0.027282,0.02701,0.024151,0.023956,160567216,499,156344424,497,,
19571118,-0.008009,-0.008104,-0.007291,-0.007449,159266058,499,160567216,497,,
19571119,-0.005556,-0.005735,-0.009885,-0.010227,158081701,499,158993560,496,,
19571120,0.003795,0.002917,0.006387,0.006,158815790,499,158081701,496,,
19571121,0.013992,0.013904,0.012074,0.011843,161023906,499,158815790,497,,
19571122,0.009696,0.009575,0.011222,0.011046,162286767,499,160747570,496,,
19571125,0.008075,0.007514,0.005158,0.0041,163791150,499,162286767,496,,
19571126,-0.02617,-0.02668,-0.023519,-0.024471,159421214,499,163791150,497,,
19571127,0.029357,0.029294,0.024359,0.024229,164091220,499,159421214,497,,
19571129,0.01141,0.011404,0.011976,0.011943,165962567,499,164091220,497,,
19571202,-0.008198,-0.00842,-0.006793,-0.007152,164565196,499,165962567,497,,
19571203,0.000473,-0.000141,-0.001658,-0.002733,164541965,499,164565196,497,,
19571204,0.004212,0.004061,0.002983,0.002655,164889870,500,164223009,496,,
19571205,0.0007,-0.000316,0.000294,-0.000229,165020743,499,164829586,495,,
19571206,-0.006129,-0.006143,-0.005251,-0.005341,164066799,499,165020743,496,,
19571209,-0.007292,-0.007384,-0.008817,-0.009195,162855262,499,164066799,497,,
19571210,-0.008568,-0.008981,-0.007116,-0.007887,161392599,499,162855262,497,,
19571211,-0.001272,-0.001367,-0.004323,-0.004652,161171948,499,161392599,497,,
19571212,0.001082,0.000985,0.004133,0.00389,161310272,499,161151488,496,,
19571213,0.004503,0.0045,0.004377,0.004322,159447218,499,158712520,494,,
19571216,-0.014838,-0.014864,-0.013397,-0.013522,159435263,499,159263948,494,,
19571217,-0.017243,-0.017717,-0.016621,-0.016928,156587064,499,159233558,495,,
19571218,-0.000751,-0.000764,-0.003011,-0.003066,156669120,499,156587064,496,,
19571219,0.010898,0.010891,0.007416,0.007368,158375418,499,156669120,497,,
19571220,-0.007991,-0.008073,-0.006879,-0.006958,157022180,499,158300087,495,,
19571223,-0.000022,-0.000101,-0.005896,-0.005997,157082390,499,157022180,495,,
19571224,0.00086,0.000854,0.002922,0.002854,157216613,499,157082390,497,,
19571226,0.010395,0.01035,0.010198,0.010052,153582230,499,152008984,495,,
19571227,-0.003761,-0.0038,-0.003899,-0.003968,158292524,499,153582230,495,,
19571230,-0.004868,-0.005036,-0.008434,-0.008665,157495430,499,158292524,497,,
19571231,0.010061,0.010051,0.010846,0.010823,161687382,499,157361270,496,,
19580102,0.008941,0.008931,0.021071,0.021013,163717624,499,162268458,497,,
19580103,0.013495,0.013495,0.02123,0.02123,165927011,499,163717624,497,,
19580106,-0.004725,-0.004729,-0.001289,-0.001329,165138550,499,165923188,496,,
19580107,0.008278,0.008166,0.008087,0.007799,166490921,499,165138550,496,,
19580108,-0.000211,-0.000211,0.005207,0.005207,166455817,499,166490921,497,,
19580109,-0.006381,-0.00639,-0.002851,-0.002856,165370110,499,166433663,496,,
19580110,-0.009238,-0.009341,-0.008579,-0.008786,163847567,499,165370110,496,,
19580113,0.003156,0.003156,0.003418,0.003418,164364624,499,163847567,497,,
19580114,0.004453,0.004347,0.006546,0.006225,165079183,499,164364624,497,,
19580115,0.008031,0.00791,0.0078,0.007635,166384913,499,165079183,497,,
19580116,0.001314,0.001287,0.006881,0.006814,166599122,499,166384913,497,,
19580117,0.001692,0.001645,0.002178,0.002154,167097389,499,166599122,497,,
19580120,0.006096,0.006096,0.005311,0.005311,168091737,499,167073212,495,,
19580121,-0.001232,-0.001353,0.002934,0.0028,167888606,499,168091737,495,,
19580122,-0.00225,-0.002258,-0.001067,-0.001102,167509587,499,167888606,497,,
19580123,0.003981,0.003981,0.004132,0.004132,168176448,499,167509587,497,,
19580124,0.009239,0.009223,0.010382,0.010359,169500280,499,168135492,496,,
19580127,-0.002606,-0.002618,-0.001287,-0.001303,168816552,499,169219289,493,,
19580128,0.001096,0.00081,-0.00062,-0.000765,169269097,499,168816552,494,,
19580129,0.005982,0.005877,0.006533,0.006292,170263864,499,169269097,497,,
19580130,-0.004681,-0.004731,-0.001084,-0.001134,169458424,499,170263864,497,,
19580131,0.00045,0.000434,0.000989,0.000963,169531992,499,169458424,497,,
19580203,0.008411,0.008406,0.00628,0.006251,170748092,499,169324752,495,,
19580204,0.010839,0.010039,0.008009,0.007652,172671636,499,170748092,495,,
19580205,-0.005147,-0.006506,-0.002501,-0.002829,171548253,499,172671636,497,,
19580206,-0.002175,-0.0022,-0.001189,-0.001309,168106991,499,168477613,496,,
19580207,-0.00764,-0.008548,-0.008238,-0.008437,169713839,499,168106991,496,,
19580210,-0.005559,-0.006159,-0.005463,-0.006434,167083072,499,168118530,495,,
19580211,-0.008685,-0.008901,-0.006472,-0.006698,167109231,499,167006259,494,,
19580212,-0.004225,-0.004225,-0.003622,-0.003622,166482434,499,167109231,496,,
19580213,0.000378,0.000244,0.002316,0.002099,166523086,499,166482434,497,,
19580214,0.009878,0.009807,0.008228,0.008114,168071690,499,166439411,496,,
19580217,-0.005722,-0.005775,-0.001826,-0.001961,167186911,499,168071690,496,,
19580218,0.001876,0.001531,0.001653,0.001222,167442835,499,167186911,497,,
19580219,0.000061,-0.000434,-0.000822,-0.001021,167498668,500,167571427,497,,
19580220,-0.005968,-0.005991,-0.00345,-0.003552,166402635,499,167355226,496,,
19580221,-0.000632,-0.000641,-0.002045,-0.002086,166356411,499,166318961,496,,
19580224,-0.005527,-0.005538,-0.005051,-0.005083,165517255,499,166356411,497,,
19580225,-0.000652,-0.000971,-0.00204,-0.002725,165356478,499,165517255,498,,
19580226,0.008279,0.007743,0.008064,0.007311,166636800,499,165356478,498,,
19580227,-0.005847,-0.005953,-0.005463,-0.005524,165644888,499,166636800,498,,
19580228,0.003955,0.003759,0.00268,0.002386,166267488,499,165644888,498,,
19580303,0.00759,0.007576,0.003608,0.003549,167527087,499,166267488,498,,
19580304,0.004557,0.004077,0.003659,0.002965,168210181,499,167527087,498,,
19580305,0.004671,0.003427,0.004869,0.00411,168786667,499,168210181,498,,
19580306,0.012258,0.01221,0.010898,0.010728,170847513,499,168786667,498,,
19580307,0.00178,0.001758,0.001434,0.001291,171147863,499,170847513,498,,
19580310,0.002168,0.002155,0.001816,0.001748,171507758,499,171138940,497,,
19580311,0.008406,0.007755,0.009029,0.008182,172860033,499,171507758,497,,
19580312,-0.00194,-0.002098,0.000204,-0.000102,172326688,500,172688983,497,,
19580313,0.000504,0.0005,0.004063,0.004002,172578131,499,172316675,496,,
19580314,-0.001562,-0.001576,-0.001121,-0.001208,172306062,499,172578131,498,,
19580317,-0.008812,-0.008904,-0.004664,-0.004783,170771775,499,172306062,498,,
19580318,-0.001669,-0.001755,-0.003126,-0.003362,170472166,499,170771775,498,,
19580319,0.0048,0.004717,0.006349,0.006274,171276236,499,170472166,498,,
19580320,0.000181,0.000164,0.001132,0.001078,171235980,499,171207881,497,,
19580321,0.007559,0.007559,0.007844,0.007844,172583184,499,171220654,496,,
19580324,0.002943,0.002904,0.002872,0.002818,173099973,499,172583184,497,,
19580325,-0.002668,-0.002749,-0.002943,-0.003057,172624102,499,173099973,498,,
19580326,-0.002896,-0.002938,-0.001755,-0.001949,172116958,499,172624102,498,,
19580327,-0.003319,-0.003326,-0.002358,-0.002381,170836710,499,171406840,496,,
19580328,0.001383,0.001354,0.001126,0.001068,171768531,499,170836710,496,,
19580331,-0.003055,-0.003171,-0.003726,-0.003937,171224460,499,171768531,498,,
19580401,-0.003526,-0.003552,-0.005556,-0.005616,170616263,499,171224460,498,,
19580402,-0.00782,-0.007856,-0.00858,-0.00872,169275957,499,170616263,498,,
19580403,-0.002674,-0.002701,-0.001482,-0.001518,168818825,499,169275957,498,,
19580407,-0.003733,-0.003819,-0.00443,-0.00468,168174093,499,168818825,498,,
19580408,0.007482,0.007445,0.009084,0.008985,169426111,499,168174093,498,,
19580409,0.000171,0.000162,0.002581,0.002577,169827884,503,169800357,501,,
19580410,0.001226,0.001145,0.002086,0.001863,170002549,499,169781514,497,,
19580411,0.001622,0.001603,0.002127,0.002055,170275137,499,170002549,498,,
19580414,0.006073,0.006057,0.00462,0.004562,171306444,499,170275137,498,,
19580415,0.010425,0.010025,0.008117,0.007789,173038001,499,171306444,498,,
19580416,-0.007674,-0.007683,-0.004599,-0.004634,171708578,499,173038001,498,,
19580417,0.003373,0.003373,0.004697,0.004697,172017532,499,171439326,497,,
19580418,0.010799,0.010799,0.007118,0.007118,174050960,499,171914501,496,,
19580421,0.005028,0.005028,0.004933,0.004933,175029576,499,174050960,497,,
19580422,-0.003621,-0.003727,-0.002104,-0.002175,174377234,499,175029576,498,,
19580423,0.000969,0.000957,0.00166,0.001542,174634515,500,174467560,499,,
19580424,0.008045,0.008045,0.00745,0.00745,175928478,499,174524453,498,,
19580425,0.005183,0.005137,0.003781,0.003712,176734946,499,175831701,497,,
19580428,-0.004004,-0.004048,-0.001037,-0.001172,176116045,499,176734946,497,,
19580429,-0.004221,-0.004411,-0.003511,-0.003646,175339183,499,176116045,498,,
19580430,0.010315,0.009998,0.006538,0.006326,177092196,499,175339183,498,,
19580501,0.001662,0.001553,0.002054,0.002043,177367234,499,177092196,498,,
19580502,0.004292,0.004292,0.003784,0.003784,178128536,499,177367234,498,,
19580505,0.002352,0.002334,0.0029,0.0028,178544241,499,178128536,498,,
19580506,0.006253,0.005372,0.005388,0.004989,179500146,499,178544241,498,,
19580507,-0.001793,-0.002632,-0.002127,-0.00225,178972636,499,179444926,497,,
19580508,0.0013,0.001233,0.00161,0.001563,179134551,499,178858000,496,,
19580509,0.000322,0.000268,0.001704,0.001575,179295813,499,179134551,497,,
19580512,-0.004304,-0.005399,-0.001768,-0.002432,178327869,499,179295813,498,,
19580513,-0.002705,-0.003071,0.001729,0.001215,177780166,499,178327869,498,,
