caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn
19920124,0.001377,0.001371,0.00123,0.001211,2790029560,500,2786209650,500,415.48,0.001253
19920127,-0.001167,-0.001359,0.001144,0.000945,2786238840,500,2790029560,500,414.99,-0.001179
19920128,0.000036,-0.000102,0.001962,0.001794,2785954510,500,2786238840,500,414.96,-0.000072
19920129,-0.011455,-0.01153,-0.010437,-0.010467,2753832670,500,2785954510,500,410.34,-0.011134
19920130,0.004146,0.004138,0.00279,0.002772,2765227990,500,2753832670,500,411.63,0.003144
19920131,-0.007007,-0.007064,-0.00758,-0.007653,2745911680,500,2765227990,500,408.79,-0.006899
19920203,0.002169,0.001897,0.002332,0.002078,2751121040,500,2745911680,500,409.53,0.00181
19920204,0.010482,0.010083,0.010032,0.009697,2778861660,500,2751121040,500,413.85,0.010549
19920205,0.00048,0.000073,0.002777,0.002706,2779064460,500,2778861660,500,413.84,-0.000024
19920206,0.000041,-0.000236,0.002328,0.002265,2778409320,500,2779064460,500,413.82,-0.000048
19920207,-0.006398,-0.006596,-0.006042,-0.006115,2760083350,500,2778409320,500,411.09,-0.006597
19920210,0.006731,0.006224,0.010424,0.009961,2778975790,500,2761787490,500,413.77,0.006519
19920211,0.000302,0.00021,0.002932,0.002839,2779559500,500,2778975790,500,413.76,-0.000024
19920212,0.008436,0.008362,0.009856,0.009737,2802801180,500,2779559500,500,417.13,0.008145
19920213,-0.008502,-0.008565,-0.007145,-0.007252,2778793840,500,2802801180,500,413.69,-0.008247
19920214,-0.002066,-0.002415,0.001494,0.001228,2772083410,500,2778793840,500,412.48,-0.002925
19920218,-0.012369,-0.012425,-0.00794,-0.008057,2737640110,500,2772083410,500,407.38,-0.012364
19920219,0.002684,0.002653,0.001512,0.001473,2744901960,500,2737640110,500,408.26,0.00216
19920220,0.013565,0.013494,0.015058,0.014967,2781940930,500,2744901960,500,413.9,0.013815
19920221,-0.00601,-0.006012,-0.007471,-0.00748,2765216210,500,2781940930,500,411.46,-0.005895
19920224,0.001999,0.001744,0.001048,0.000647,2770039970,500,2765216210,500,412.27,0.001969
19920225,-0.003914,-0.004184,-0.006207,-0.006541,2758451100,500,2770039970,500,410.45,-0.004415
19920226,0.011608,0.011607,0.010194,0.010179,2790468190,500,2758451100,500,415.35,0.011938
19920227,-0.003174,-0.003222,-0.001903,-0.002018,2781476930,500,2790468190,500,413.86,-0.003587
19920228,-0.002906,-0.00293,-0.003056,-0.003106,2773359970,500,2781476930,500,412.7,-0.002803
19920302,-0.000005,-0.000329,0.000661,0.000288,2772447250,500,2773359970,500,412.45,-0.000606
19920303,0.001109,0.00077,0.00454,0.004292,2774580970,500,2772447250,500,412.85,0.00097
19920304,-0.008344,-0.008406,-0.006452,-0.006577,2751257260,500,2774580970,500,409.33,-0.008526
19920305,-0.00676,-0.006822,-0.006519,-0.006589,2732488420,500,2751257260,500,406.51,-0.006889
19920306,-0.004936,-0.005128,-0.006601,-0.006646,2718475600,500,2732488420,500,404.44,-0.005092
19920309,0.002093,0.001881,-0.000336,-0.000595,2723590040,500,2718475600,500,405.21,0.001904
19920310,0.004441,0.0043,0.004804,0.004648,2735301070,500,2723590040,500,406.89,0.004146
19920311,-0.007205,-0.00722,-0.008448,-0.008527,2715551530,500,2735301070,500,404.03,-0.007029
19920312,-0.000177,-0.000196,-0.002536,-0.002541,2715018480,500,2715551530,500,403.89,-0.000347
19920313,0.004648,0.004615,0.005169,0.005088,2727444760,500,2715018480,500,405.84,0.004828
19920316,0.001296,0.001249,0.001537,0.001474,2730851880,500,2727444760,500,406.39,0.001355
19920317,0.007907,0.007807,0.009,0.008955,2752172530,500,2730851880,500,409.58,0.00785
19920318,-0.000876,-0.000879,0.001675,0.00167,2749754490,500,2752172530,500,409.15,-0.00105
19920319,0.001836,0.001816,0.004441,0.004427,2754307550,500,2749754490,500,409.8,0.001589
19920320,0.002873,0.002863,0.003772,0.003759,2762195260,500,2754307550,500,411.3,0.00366
19920323,-0.002835,-0.002843,-0.004388,-0.004426,2754341920,500,2762195260,500,409.91,-0.00338
19920324,-0.002378,-0.002383,-0.003892,-0.003923,2747777140,500,2754341920,500,408.88,-0.002513
19920325,-0.002517,-0.003035,-0.003552,-0.003855,2739439010,500,2747777140,500,407.52,-0.003326
19920326,0.000171,0.000137,0.000295,0.00024,2739814770,500,2739439010,500,407.86,0.000834
19920327,-0.010277,-0.010297,-0.013315,-0.013345,2711921260,500,2739814770,500,403.5,-0.01069
19920330,-0.001095,-0.001336,-0.001453,-0.001543,2708298110,500,2711921260,500,403,-0.001239
19920331,0.001575,0.001551,0.002284,0.002242,2728268260,500,2708298110,500,403.69,0.001712
19920401,0.001576,0.001542,-0.003375,-0.00343,2732475430,500,2728268260,500,404.23,0.001338
19920402,-0.009796,-0.009828,-0.00955,-0.009591,2705621160,500,2732475430,500,400.5,-0.009227
19920403,0.002716,0.002635,-0.00218,-0.002208,2712751160,500,2705621160,500,401.55,0.002622
19920406,0.010243,0.0098,0.009957,0.009671,2739336840,500,2712751160,500,405.59,0.010061
19920407,-0.018557,-0.0186,-0.018196,-0.018254,2688384040,500,2739336840,500,398.06,-0.018566
19920408,-0.008566,-0.008566,-0.01369,-0.01369,2665354490,500,2688384040,500,394.5,-0.008943
19920409,0.015647,0.015553,0.017942,0.017857,2706808980,500,2665354490,500,400.64,0.015564
19920410,0.00891,0.008817,0.009771,0.009698,2730674380,500,2706808980,500,404.29,0.00911
19920413,0.00467,0.004649,0.003796,0.003759,2743369470,500,2730674380,500,406.08,0.004428
19920414,0.015607,0.015607,0.015448,0.015448,2786185760,500,2743369470,500,412.39,0.015539
19920415,0.009281,0.009281,0.01131,0.01131,2812043300,500,2786185760,500,416.28,0.009433
19920416,-0.000777,-0.000812,0.001506,0.001473,2809760570,500,2812043300,500,416.05,-0.000553
19920420,-0.013378,-0.013489,-0.012876,-0.012937,2771860960,500,2809760570,500,410.16,-0.014157
19920421,0.000102,0.000075,-0.001841,-0.001885,2772077160,500,2771860960,500,410.26,0.000244
19920422,-0.001044,-0.001044,0.000056,0.000056,2764119760,500,2767009790,499,409.81,-0.001097
19920423,0.004114,0.004099,0.00303,0.003007,2777351150,500,2766013790,500,411.6,0.004368
19920424,-0.005874,-0.005931,-0.003932,-0.004031,2760877640,500,2777351150,500,409.02,-0.006268
19920427,-0.001339,-0.001511,-0.004054,-0.004244,2756707260,500,2760877640,500,408.45,-0.001394
19920428,0.001723,0.001537,-0.001157,-0.001314,2760944330,500,2756707260,500,409.11,0.001616
19920429,0.006598,0.006596,0.005742,0.005738,2779156830,500,2760944330,500,412.02,0.007113
19920430,0.007267,0.00726,0.010993,0.010966,2799309950,500,2779156830,500,414.95,0.007111
19920501,-0.005631,-0.005645,-0.004944,-0.004978,2783556730,500,2799309950,500,412.53,-0.005832
19920504,0.011087,0.010578,0.007723,0.00722,2813000840,500,2783556730,500,416.91,0.010617
19920505,0.00045,0.000284,0.00101,0.000894,2813800900,500,2813000840,500,416.84,-0.000168
19920506,-0.000287,-0.000378,0.001615,0.001501,2812737310,500,2813800900,500,416.79,-0.00012
19920507,-0.001257,-0.002182,-0.000108,-0.000303,2806600080,500,2812737310,500,415.85,-0.002255
19920508,0.000494,0.000458,-0.000164,-0.000198,2807886010,500,2806600080,500,416.05,0.000481
19920511,0.00601,0.005556,0.004856,0.004511,2823487060,500,2807886010,500,418.49,0.005865
19920512,-0.005105,-0.005167,-0.005044,-0.00516,2808897920,500,2823487060,500,416.29,-0.005257
19920513,0.000446,0.000371,-0.000306,-0.000359,2809939700,500,2808897920,500,416.45,0.000384
19920514,-0.00789,-0.00797,-0.009751,-0.009893,2787544020,500,2809939700,500,413.14,-0.007948
19920515,-0.006932,-0.007147,-0.007626,-0.007723,2767620410,500,2787544020,500,410.09,-0.007382
19920518,0.006536,0.00615,0.006538,0.006245,2784642500,500,2767620410,500,412.81,0.006633
19920519,0.008798,0.008754,0.007042,0.006945,2809019340,500,2784642500,500,416.37,0.008624
19920520,-0.001892,-0.001948,-0.001852,-0.001928,2803548200,500,2809019340,500,415.39,-0.002354
19920521,-0.006993,-0.007001,-0.006787,-0.006809,2783920360,500,2803548200,500,412.6,-0.006717
19920522,0.003655,0.003428,0.004671,0.004359,2793462330,500,2783920360,500,414.02,0.003442
19920526,-0.006579,-0.006857,-0.006023,-0.006464,2774307860,500,2793462330,500,411.41,-0.006304
19920527,0.001996,0.001961,0.00233,0.00227,2779749430,500,2774307860,500,412.17,0.001847
19920528,0.011281,0.011204,0.010312,0.010223,2810894250,500,2779749430,500,416.74,0.011088
19920529,-0.002993,-0.003021,-0.000823,-0.000892,2802423500,500,2810894250,500,415.35,-0.003335
19920601,0.004697,0.004363,0.003634,0.003295,2814654580,500,2802423500,500,417.3,0.004695
19920602,-0.00847,-0.008798,-0.003517,-0.003686,2789892580,500,2814654580,500,413.5,-0.009106
19920603,0.002279,0.002246,0.002073,0.002008,2796157360,500,2789892580,500,414.59,0.002636
19920604,-0.003292,-0.003418,-0.002009,-0.00217,2786600400,500,2796157360,500,413.26,-0.003208
19920605,0.000465,0.00046,-0.000346,-0.000368,2787879280,500,2786600400,500,413.48,0.000532
19920608,-0.000307,-0.000422,0.00025,0.000078,2786703030,500,2787879280,500,413.36,-0.00029
19920609,-0.007308,-0.007733,-0.008392,-0.008636,2765154270,500,2786703030,500,410.06,-0.007983
19920610,-0.007093,-0.007104,-0.007182,-0.007251,2745510320,500,2765154270,500,407.25,-0.006853
19920611,0.004506,0.004483,0.001278,0.001271,2757819400,500,2745510320,500,409.05,0.00442
19920612,0.001851,0.001824,0.002629,0.002598,2762851170,500,2757819400,500,409.76,0.001736
19920615,0.001122,0.001082,0.001445,0.001335,2765841360,500,2762851170,500,410.29,0.001293
19920616,-0.004728,-0.004824,-0.004673,-0.004741,2752500090,500,2765841360,500,408.32,-0.004801
19920617,-0.015068,-0.015071,-0.018008,-0.018013,2711016940,500,2752500090,500,402.26,-0.014841
19920618,-0.002799,-0.002829,-0.006417,-0.006457,2703347670,500,2711016940,500,400.96,-0.003232
19920619,0.006513,0.006502,0.004458,0.004434,2720931660,500,2703347670,500,403.67,0.006759
19920622,-0.000384,-0.000399,-0.004483,-0.004516,2719845240,500,2720931660,500,403.4,-0.000669
19920623,0.001951,0.00194,0.003333,0.003283,2725122900,500,2719845240,500,404.04,0.001587
19920624,-0.000697,-0.001248,0.000895,0.000534,2721721840,500,2725122900,500,403.83,-0.00052
19920625,-0.001369,-0.001394,-0.002525,-0.002572,2717928430,500,2721721840,500,403.12,-0.001758
19920626,0.001132,0.000872,0.000893,0.000769,2720257900,500,2717928430,500,403.45,0.000819
19920629,0.01324,0.013167,0.01558,0.01549,2756076000,500,2720257900,500,408.94,0.013608
19920630,-0.001027,-0.001035,0.001052,0.001034,2771525140,500,2756076000,500,408.14,-0.001956
19920701,0.010927,0.010909,0.011885,0.011874,2801760460,500,2771525140,500,412.88,0.011614
19920702,-0.002674,-0.002688,-0.00735,-0.007381,2794228040,500,2801760460,500,411.77,-0.002688
19920706,0.005524,0.005016,0.002562,0.002286,2814280950,500,2802155170,500,413.84,0.005027
19920707,-0.011397,-0.011435,-0.013835,-0.013875,2782099370,500,2814280950,500,409.16,-0.011309
19920708,0.002917,0.002917,0.000592,0.000592,2790215570,500,2782099370,500,410.28,0.002737
19920709,0.009636,0.009557,0.01328,0.013213,2816882930,500,2790215570,500,414.22,0.009603
19920710,0.000926,0.000924,0.001734,0.001722,2819484410,500,2816882930,500,414.62,0.000966
19920713,0.000944,0.000931,0.00158,0.00155,2822109880,500,2819484410,500,414.87,0.000603
19920714,0.006354,0.006328,0.007913,0.007861,2839968810,500,2822109880,500,417.68,0.006773
19920715,-0.001325,-0.001325,0.000368,0.000368,2836205290,500,2839968810,500,417.1,-0.001389
19920716,0.001124,0.001047,0.000314,0.000286,2839174680,500,2836205290,500,417.54,0.001055
19920717,-0.004633,-0.004669,-0.003986,-0.004019,2825919040,500,2839174680,500,415.62,-0.004598
19920720,-0.004279,-0.004361,-0.004739,-0.004781,2813593840,500,2825919040,500,413.75,-0.004499
19920721,0.000421,0.000395,0.002478,0.00245,2814706430,500,2813593840,500,413.76,0.000024
19920722,-0.007108,-0.007108,-0.005632,-0.005632,2794700770,500,2814706430,500,410.93,-0.00684
19920723,0.002821,0.002806,0.002423,0.002399,2802542900,500,2794700770,500,412.08,0.002799
19920724,-0.000861,-0.000861,-0.000087,-0.000087,2800129680,500,2802542900,500,411.6,-0.001165
19920727,0.000442,0.000243,-0.000175,-0.000378,2800808780,500,2800129680,500,411.54,-0.000146
19920728,0.014327,0.014174,0.013014,0.012802,2840506580,500,2800808780,500,417.52,0.014531
19920729,0.011284,0.011209,0.01288,0.012848,2872346200,500,2840506580,500,422.23,0.011281
19920730,0.00404,0.004015,0.00641,0.006378,2883879670,500,2872346200,500,423.92,0.004003
19920731,0.000885,0.000829,-0.000726,-0.000801,2886309510,500,2883879670,500,424.21,0.000684
19920803,0.00238,0.002079,0.00092,0.000615,2892309350,500,2886309510,500,425.09,0.002074
19920804,-0.00133,-0.001731,-0.00249,-0.002796,2887303940,500,2892309350,500,424.36,-0.001717
19920805,-0.00507,-0.005079,-0.00543,-0.005456,2872640030,500,2887303940,500,422.19,-0.005114
19920806,-0.003519,-0.003886,-0.001458,-0.001577,2861477080,500,2872640030,500,420.59,-0.00379
19920807,-0.003309,-0.003728,-0.003924,-0.003996,2850809840,500,2861477080,500,418.88,-0.004066
19920810,0.001503,0.001046,-0.000242,-0.000621,2853791600,500,2850809840,500,419.42,0.001289
19920811,-0.001248,-0.001279,-0.003625,-0.003683,2850141360,500,2853791600,500,418.9,-0.00124
19920812,-0.003693,-0.003749,-0.004118,-0.004143,2839455150,500,2850141360,500,417.78,-0.002674
19920813,0.000869,0.000814,-0.001824,-0.001901,2841766800,500,2839455150,500,417.73,-0.00012
19920814,0.005422,0.005239,0.005373,0.005191,2856655890,500,2841766800,500,419.91,0.005219
19920817,0.002251,0.002066,0.000002,-0.00021,2862557850,500,2856655890,500,420.74,0.001977
19920818,0.001627,0.001409,0.001259,0.001149,2866590180,500,2862557850,500,421.34,0.001426
19920819,-0.007263,-0.007296,-0.009141,-0.0092,2845675100,500,2866590180,500,418.18,-0.0075
19920820,-0.000084,-0.00013,-0.000619,-0.000686,2847878450,500,2848247330,500,418.26,0.000191
19920821,-0.007926,-0.007949,-0.005566,-0.005611,2825026240,500,2847878450,500,414.85,-0.008153
19920824,-0.010367,-0.010484,-0.01357,-0.013748,2795408540,500,2825026240,500,410.72,-0.009955
19920825,0.002366,0.0022,0.001814,0.001545,2801557460,500,2795408540,500,411.61,0.002167
19920826,0.004762,0.004547,0.005744,0.005433,2814294770,500,2801557460,500,413.51,0.004616
19920827,0.000292,0.000259,0.003737,0.003637,2815023960,500,2814294770,500,413.53,0.000048
19920828,0.002958,0.002944,0.00333,0.003302,2823312120,500,2815023960,500,414.84,0.003168
19920831,-0.001406,-0.001718,-0.000751,-0.001074,2818496900,500,2823312120,500,414.03,-0.001953
19920901,0.004953,0.004718,0.005972,0.005675,2831812370,500,2818496900,500,416.07,0.004927
19920902,0.004991,0.004908,0.007793,0.007708,2845711760,500,2831812370,500,417.98,0.004591
19920903,0.000172,0.000113,-0.000045,-0.000147,2846033930,500,2845711760,500,417.98,0
19920904,-0.002197,-0.002301,-0.003637,-0.003828,2839484450,500,2846033930,500,417.08,-0.002153
19920908,-0.006172,-0.006227,-0.006854,-0.006939,2821803770,500,2839484450,500,414.44,-0.00633
19920909,0.004794,0.004394,0.005042,0.004877,2834202420,500,2821803770,500,416.36,0.004633
19920910,0.008865,0.008826,0.01237,0.012303,2859216640,500,2834202420,500,419.95,0.008622
19920911,-0.00115,-0.001153,0.000159,0.000147,2855745450,500,2859216640,500,419.58,-0.000881
19920914,0.014228,0.014024,0.016439,0.016309,2895795170,500,2855745450,500,425.27,0.013561
19920915,-0.012533,-0.012637,-0.014145,-0.014255,2859199870,500,2895795170,500,419.77,-0.012933
19920916,-0.000097,-0.000097,-0.000453,-0.000453,2858921880,500,2859199870,500,419.92,0.000357
19920917,0.000251,0.00022,-0.001038,-0.001055,2859550700,500,2858921880,500,419.93,0.000024
19920918,0.006834,0.006834,0.007977,0.007977,2879038830,500,2859550700,500,422.93,0.007144
19920921,-0.001455,-0.001658,-0.002687,-0.002749,2874264350,500,2879038830,500,422.14,-0.001868
19920922,-0.011713,-0.011729,-0.010549,-0.010601,2840553240,500,2874264350,500,417.14,-0.011844
19920923,0.000379,0.000356,-0.000906,-0.000932,2841564140,500,2840553240,500,417.44,0.000719
19920924,0.003106,0.002622,0.004194,0.003901,2849015440,500,2841564140,500,418.47,0.002467
19920925,-0.009941,-0.009981,-0.007373,-0.007452,2820628380,500,2849015440,500,414.35,-0.009845
19920928,0.005311,0.005127,0.005676,0.005599,2835089500,500,2820628380,500,416.62,0.005478
19920929,0.000453,0.000366,-0.000733,-0.000818,2836126470,500,2835089500,500,416.8,0.000432
19920930,0.002636,0.002586,0.00264,0.002594,2846183180,500,2836126470,500,417.8,0.002399
19921001,-0.003987,-0.004004,-0.005756,-0.005765,2834785930,500,2846183180,500,416.29,-0.003614
19921002,-0.013803,-0.01381,-0.014833,-0.014845,2795639680,500,2834785930,500,410.47,-0.013981
19921005,-0.006608,-0.007114,-0.009014,-0.009262,2775750710,500,2795639680,500,407.57,-0.007065
19921006,-0.000459,-0.000499,0.002825,0.002789,2774365340,500,2775750710,500,407.18,-0.000957
19921007,-0.007285,-0.007285,-0.007268,-0.007268,2754154940,500,2774365340,500,404.25,-0.007196
19921008,0.008768,0.008689,0.006486,0.006414,2778085770,500,2754154940,500,407.75,0.008658
19921009,-0.012078,-0.01211,-0.011467,-0.011553,2744444510,500,2778085770,500,402.66,-0.012483
19921012,0.011398,0.011398,0.011716,0.011716,2775726410,500,2744444510,500,407.44,0.011871
19921013,0.004699,0.004695,0.003977,0.003965,2788758140,500,2775726410,500,409.3,0.004565
19921014,0.000228,0.000216,-0.000072,-0.000092,2789360370,500,2788758140,500,409.37,0.000171
19921015,0.000682,0.000604,0.001695,0.001668,2791044360,500,2789360370,500,409.6,0.000562
19921016,0.004957,0.004957,0.008588,0.008588,2804880140,500,2791044360,500,411.73,0.0052
19921019,0.00872,0.008614,0.011702,0.011646,2829042770,500,2804880140,500,414.98,0.007894
19921020,0.001037,0.000989,0.005091,0.005034,2831842100,500,2829042770,500,415.48,0.001205
19921021,0.000634,0.000634,0.002105,0.002105,2833638790,500,2831842100,500,415.67,0.000457
19921022,-0.001576,-0.001576,-0.000908,-0.000908,2829173260,500,2833638790,500,414.9,-0.001852
19921023,-0.002272,-0.002288,0.001757,0.001732,2822700390,500,2829173260,500,414.1,-0.001928
19921026,0.01024,0.010037,0.008536,0.008338,2851031120,500,2822700390,500,418.16,0.009804
19921027,0.000901,0.00071,0.00005,-0.000121,2853055810,500,2851031120,500,418.49,0.000789
19921028,0.004268,0.004265,0.006692,0.006684,2865224770,500,2853055810,500,420.13,0.003919
19921029,0.001589,0.001585,0.0026,0.002591,2869765540,500,2865224770,500,420.86,0.001738
19921030,-0.004843,-0.004857,-0.003351,-0.003379,2857804680,500,2871671200,500,418.68,-0.00518
19921102,0.009649,0.009321,0.009437,0.009061,2884441040,500,2857804680,500,422.75,0.009721
19921103,-0.00622,-0.006517,-0.004122,-0.00426,2865642190,500,2884441040,500,419.92,-0.006694
19921104,-0.006371,-0.006603,-0.003188,-0.003473,2846721230,500,2865642190,500,417.11,-0.006692
19921105,0.003679,0.002976,0.004334,0.004139,2855194370,500,2846721230,500,418.34,0.002949
19921106,-0.001428,-0.001879,0.000425,0.000156,2849828730,500,2855194370,500,417.58,-0.001817
19921109,0.002402,0.0023,0.001588,0.001388,2856384040,500,2849828730,500,418.59,0.002419
19921110,0.000275,0.00022,0.001514,0.001496,2857011810,500,2856384040,500,418.62,0.000072
19921111,0.008259,0.008259,0.007686,0.007686,2880607540,500,2857011810,500,422.2,0.008552
19921112,0.001585,0.001519,0.000716,0.000601,2884984140,500,2880607540,500,422.87,0.001587
19921113,-0.001154,-0.001228,-0.0013,-0.001399,2881441140,500,2884984140,500,422.43,-0.001041
19921116,-0.003576,-0.003848,-0.005492,-0.005793,2870354260,500,2881441140,500,420.68,-0.004143
19921117,-0.003087,-0.00331,-0.003732,-0.003868,2860853450,500,2870354260,500,419.27,-0.003352
19921118,0.008351,0.008319,0.007634,0.007604,2884653640,500,2860853450,500,422.85,0.008539
19921119,0.001881,0.001827,0.001544,0.001458,2889922910,500,2884653640,500,423.61,0.001797
19921120,0.007393,0.007304,0.007623,0.007499,2911031230,500,2889922910,500,426.65,0.007176
19921123,-0.002968,-0.003097,-0.003032,-0.00329,2902016190,500,2911031230,500,425.12,-0.003586
19921124,0.005514,0.005163,0.007585,0.007215,2916998530,500,2902016190,500,427.59,0.00581
19921125,0.004124,0.004084,0.005743,0.005645,2928912620,500,2916998530,500,429.19,0.003742
19921127,0.002263,0.002248,0.004521,0.004467,2935497510,500,2928912620,500,430.16,0.00226
19921130,0.002997,0.002807,0.004877,0.00462,2943785130,500,2935497510,500,431.35,0.002766
19921201,-0.000836,-0.001175,-0.000438,-0.000642,2939325910,500,2943785130,500,430.78,-0.001321
19921202,-0.002067,-0.002207,-0.000343,-0.000423,2932838390,500,2939325910,500,429.89,-0.002066
19921203,0.000218,0.000149,0.000661,0.000588,2933275590,500,2932838390,500,429.91,0.000047
19921204,0.005193,0.005117,0.004317,0.004215,2948284630,500,2933275590,500,432.06,0.005001
19921207,0.00691,0.006792,0.006157,0.005987,2968308890,500,2948284630,500,435.31,0.007522
19921208,0.00403,0.003982,0.003733,0.003626,2980128130,500,2968308890,500,436.99,0.003859
19921209,-0.002361,-0.0027,-0.004657,-0.004795,2972083250,500,2980128130,500,435.65,-0.003066
19921210,-0.002648,-0.00265,-0.004884,-0.004888,2964019300,500,2972083250,500,434.64,-0.002318
19921211,-0.001888,-0.001924,-0.000074,-0.00014,2958316760,500,2964019300,500,433.73,-0.002094
19921214,-0.001646,-0.001706,-0.0018,-0.001947,2953269420,500,2958316760,500,432.84,-0.002052
19921215,-0.00091,-0.001005,0.000338,0.000257,2950300260,500,2953269420,500,432.57,-0.000624
19921216,-0.002893,-0.002896,-0.002546,-0.002551,2941754820,500,2950300260,500,431.52,-0.002427
19921217,0.009416,0.009361,0.008432,0.008401,2969291500,500,2941754820,500,435.43,0.009061
19921218,0.013344,0.013328,0.012423,0.01239,3008866990,500,2969291500,500,441.28,0.013435
19921221,-0.000799,-0.000812,-0.002304,-0.002353,3006424600,500,3008866990,500,440.7,-0.001314
19921222,-0.000829,-0.000831,0.000612,0.000602,3003926480,500,3006424600,500,440.31,-0.000885
19921223,-0.002515,-0.002537,-0.000976,-0.001,2996305260,500,3003926480,500,439.03,-0.002907
19921224,0.001936,0.001403,0.00308,0.002741,3000779160,500,2996305260,500,439.77,0.001686
19921228,-0.001307,-0.001385,-0.000075,-0.00021,2996623900,500,3000779160,500,439.15,-0.00141
19921229,-0.002233,-0.002286,-0.000445,-0.00048,2989772710,500,2996623900,500,437.98,-0.002664
19921230,0.001569,0.001544,0.003444,0.003429,2994389980,500,2989772710,500,438.82,0.001918
19921231,-0.006152,-0.006192,-0.000992,-0.001025,2985091950,500,2994389980,500,435.71,-0.007087
19930104,-0.001259,-0.001675,-0.00113,-0.0013,2980093310,500,2985091950,500,435.38,-0.000757
19930105,-0.002165,-0.002354,0.000372,0.000242,2973079100,500,2980093310,500,434.34,-0.002389
19930106,0.000411,0.000411,0.004438,0.004438,2974301360,500,2973079100,500,434.52,0.000414
19930107,-0.008769,-0.008769,-0.00764,-0.00764,2948218620,500,2974301360,500,430.73,-0.008722
19930108,-0.003656,-0.003681,-0.004713,-0.004742,2937366120,500,2948218620,500,429.05,-0.0039
19930111,0.004042,0.003957,0.00578,0.005671,2948989580,500,2937366120,500,430.95,0.004428
19930112,0.000594,0.000594,-0.000354,-0.000354,2950740500,500,2948989580,500,431.04,0.000209
19930113,0.004617,0.004523,0.003156,0.003107,2964086390,500,2950740500,500,433.03,0.004617
19930114,0.006616,0.006616,0.006393,0.006393,2983695610,500,2964086390,500,435.94,0.00672
19930115,0.002827,0.002728,0.004903,0.004841,2991833850,500,2983695610,500,437.15,0.002776
19930118,-0.000351,-0.000351,0.001221,0.001221,2990784320,500,2991833850,500,436.84,-0.000709
19930119,-0.003851,-0.003884,0.00015,0.000117,2979169470,500,2990784320,500,435.13,-0.003914
19930120,-0.003997,-0.003997,-0.002556,-0.002556,2967263120,500,2979169470,500,433.37,-0.004045
19930121,0.0048,0.0048,0.004795,0.004795,2981504500,500,2967263120,500,435.49,0.004892
19930122,0.002012,0.002012,0.000747,0.000747,2987502060,500,2981504500,500,436.11,0.001424
19930125,0.007901,0.007676,0.010076,0.009854,3010434970,500,2987502060,500,440.01,0.008943
19930126,0.000482,0.000373,0.001739,0.001634,3011558400,500,3010434970,500,439.95,-0.000136
19930127,-0.00394,-0.00394,-0.004293,-0.004293,2999692110,500,3011558400,500,438.11,-0.004182
19930128,0.00089,0.000889,-0.000339,-0.000344,3002357920,500,2999692110,500,438.66,0.001255
19930129,0.000223,0.000179,0.000579,0.000528,3002993400,500,3002357920,500,438.78,0.000274
19930201,0.009037,0.008839,0.007718,0.007494,3029537810,500,3002993400,500,442.52,0.008524
19930202,0.000469,0.000195,0.003552,0.003312,3030127430,500,3029537810,500,442.56,0.00009
19930203,0.010314,0.010268,0.010919,0.010842,3061242090,500,3030127430,500,447.2,0.010484
19930204,0.005807,0.005169,0.008999,0.008824,3077066710,500,3061242090,500,449.56,0.005277
19930205,-0.001531,-0.001633,-0.000452,-0.000518,3072041530,500,3077066710,500,448.93,-0.001401
19930208,-0.001674,-0.002073,-0.002699,-0.003031,3065673810,500,3072041530,500,447.85,-0.002406
19930209,-0.005685,-0.005925,-0.007029,-0.007269,3047508890,500,3065673810,500,445.33,-0.005627
19930210,0.002287,0.002235,0.000883,0.000793,3054319560,500,3047508890,500,446.23,0.002021
19930211,0.003327,0.003307,0.003449,0.003383,3064419010,500,3054319560,500,447.66,0.003205
19930212,-0.006417,-0.006641,-0.006618,-0.00684,3044068820,500,3064419010,500,444.58,-0.00688
19930216,-0.024348,-0.02451,-0.025387,-0.025474,2969459910,500,3044068820,500,433.91,-0.024
19930217,-0.001377,-0.001418,-0.003479,-0.003492,2965249650,500,2969459910,500,433.3,-0.001406
19930218,-0.002996,-0.003064,-0.003324,-0.00341,2956164780,500,2965249650,500,431.9,-0.003231
19930219,0.005249,0.005199,0.005402,0.005333,2971533360,500,2956164780,500,434.22,0.005372
19930222,0.002678,0.002448,0.003888,0.00358,2978808580,500,2971533360,500,435.24,0.002349
19930223,-0.000694,-0.000939,-0.000228,-0.000531,2976012500,500,2978808580,500,434.8,-0.001011
19930224,0.013815,0.013756,0.012192,0.012104,3016950970,500,2976012500,500,440.87,0.01396
19930225,0.003275,0.003249,0.003095,0.003041,3026754010,500,3016950970,500,442.34,0.003334
19930226,0.002489,0.002429,0.001513,0.001436,3034142190,500,3026754010,500,443.38,0.002351
19930301,-0.002822,-0.003029,-0.00517,-0.005484,3024952440,500,3034142190,500,442.01,-0.00309
19930302,0.013441,0.013176,0.012411,0.012206,3064810480,500,3024952440,500,447.9,0.013325
19930303,0.003616,0.003389,0.006062,0.00594,3075196110,500,3064810480,500,449.26,0.003036
19930304,-0.0042,-0.004306,-0.003157,-0.003293,3061954620,500,3075196110,500,447.34,-0.004274
19930305,-0.002401,-0.002608,-0.000179,-0.000242,3053968410,500,3061954620,500,446.11,-0.00275
19930308,0.018986,0.018871,0.017319,0.017163,3110595690,500,3052982030,500,454.71,0.019278
