PERMNO,date,COMNAM,PRC
86580,2022-01-03,NVIDIA CORP,301.20999
86580,2022-01-04,NVIDIA CORP,292.89999
86580,2022-01-05,NVIDIA CORP,276.04001
86580,2022-01-06,NVIDIA CORP,281.78000
86580,2022-01-07,NVIDIA CORP,272.47000
86580,2022-01-10,NVIDIA CORP,274.00000
86580,2022-01-11,NVIDIA CORP,278.17001
86580,2022-01-12,NVIDIA CORP,279.98999
86580,2022-01-13,NVIDIA CORP,265.75000
86580,2022-01-14,NVIDIA CORP,269.42001
86580,2022-01-18,NVIDIA CORP,259.03000
86580,2022-01-19,NVIDIA CORP,250.67000
86580,2022-01-20,NVIDIA CORP,241.50000
86580,2022-01-21,NVIDIA CORP,233.74001
86580,2022-01-24,NVIDIA CORP,233.72000
86580,2022-01-25,NVIDIA CORP,223.24001
86580,2022-01-26,NVIDIA CORP,227.72000
86580,2022-01-27,NVIDIA CORP,219.44000
86580,2022-01-28,NVIDIA CORP,228.39999
86580,2022-01-31,NVIDIA CORP,244.86000
86580,2022-02-01,NVIDIA CORP,246.38000
86580,2022-02-02,NVIDIA CORP,252.42000
86580,2022-02-03,NVIDIA CORP,239.48000
86580,2022-02-04,NVIDIA CORP,243.19000
86580,2022-02-07,NVIDIA CORP,247.28000
86580,2022-02-08,NVIDIA CORP,251.08000
86580,2022-02-09,NVIDIA CORP,267.04999
86580,2022-02-10,NVIDIA CORP,258.23999
86580,2022-02-11,NVIDIA CORP,239.49001
86580,2022-02-14,NVIDIA CORP,242.67000
86580,2022-02-15,NVIDIA CORP,264.95001
86580,2022-02-16,NVIDIA CORP,265.10999
86580,2022-02-17,NVIDIA CORP,245.07001
86580,2022-02-18,NVIDIA CORP,236.42000
86580,2022-02-22,NVIDIA CORP,233.89999
86580,2022-02-23,NVIDIA CORP,223.87000
86580,2022-02-24,NVIDIA CORP,237.48000
86580,2022-02-25,NVIDIA CORP,241.57001
86580,2022-02-28,NVIDIA CORP,243.85001
86580,2022-03-01,NVIDIA CORP,234.77000
86580,2022-03-02,NVIDIA CORP,242.20000
86580,2022-03-03,NVIDIA CORP,237.14000
86580,2022-03-04,NVIDIA CORP,229.36000
86580,2022-03-07,NVIDIA CORP,213.52000
86580,2022-03-08,NVIDIA CORP,215.14000
86580,2022-03-09,NVIDIA CORP,230.14000
86580,2022-03-10,NVIDIA CORP,226.58000
86580,2022-03-11,NVIDIA CORP,221.00000
86580,2022-03-14,NVIDIA CORP,213.30000
86580,2022-03-15,NVIDIA CORP,229.73000
86580,2022-03-16,NVIDIA CORP,244.96001
86580,2022-03-17,NVIDIA CORP,247.66000
86580,2022-03-18,NVIDIA CORP,264.53000
86580,2022-03-21,NVIDIA CORP,267.34000
86580,2022-03-22,NVIDIA CORP,265.23999
86580,2022-03-23,NVIDIA CORP,256.34000
86580,2022-03-24,NVIDIA CORP,281.50000
86580,2022-03-25,NVIDIA CORP,276.92001
86580,2022-03-28,NVIDIA CORP,282.19000
86580,2022-03-29,NVIDIA CORP,286.56000
86580,2022-03-30,NVIDIA CORP,276.89999
86580,2022-03-31,NVIDIA CORP,272.85999
86580,2022-04-01,NVIDIA CORP,267.12000
86580,2022-04-04,NVIDIA CORP,273.60001
86580,2022-04-05,NVIDIA CORP,259.31000
86580,2022-04-06,NVIDIA CORP,244.07001
86580,2022-04-07,NVIDIA CORP,242.08000
86580,2022-04-08,NVIDIA CORP,231.19000
86580,2022-04-11,NVIDIA CORP,219.17000
86580,2022-04-12,NVIDIA CORP,215.03999
86580,2022-04-13,NVIDIA CORP,222.03000
86580,2022-04-14,NVIDIA CORP,212.58000
86580,2022-04-18,NVIDIA CORP,217.83000
86580,2022-04-19,NVIDIA CORP,221.98000
86580,2022-04-20,NVIDIA CORP,214.82001
86580,2022-04-21,NVIDIA CORP,201.83000
86580,2022-04-22,NVIDIA CORP,195.14999
86580,2022-04-25,NVIDIA CORP,199.02000
86580,2022-04-26,NVIDIA CORP,187.88000
86580,2022-04-27,NVIDIA CORP,184.14999
86580,2022-04-28,NVIDIA CORP,197.82001
86580,2022-04-29,NVIDIA CORP,185.47000
86580,2022-05-02,NVIDIA CORP,195.33000
86580,2022-05-03,NVIDIA CORP,196.02000
86580,2022-05-04,NVIDIA CORP,203.34000
86580,2022-05-05,NVIDIA CORP,188.44000
86580,2022-05-06,NVIDIA CORP,186.75000
86580,2022-05-09,NVIDIA CORP,169.50000
86580,2022-05-10,NVIDIA CORP,175.95000
86580,2022-05-11,NVIDIA CORP,166.30000
86580,2022-05-12,NVIDIA CORP,161.75000
86580,2022-05-13,NVIDIA CORP,177.06000
86580,2022-05-16,NVIDIA CORP,172.64000
86580,2022-05-17,NVIDIA CORP,181.77000
86580,2022-05-18,NVIDIA CORP,169.38000
86580,2022-05-19,NVIDIA CORP,171.24001
86580,2022-05-20,NVIDIA CORP,166.94000
86580,2022-05-23,NVIDIA CORP,168.98000
86580,2022-05-24,NVIDIA CORP,161.53999
86580,2022-05-25,NVIDIA CORP,169.75000
86580,2022-05-26,NVIDIA CORP,178.50999
86580,2022-05-27,NVIDIA CORP,188.11000
86580,2022-05-31,NVIDIA CORP,186.72000
86580,2022-06-01,NVIDIA CORP,183.20000
86580,2022-06-02,NVIDIA CORP,195.92000
86580,2022-06-03,NVIDIA CORP,187.20000
86580,2022-06-06,NVIDIA CORP,187.86000
86580,2022-06-07,NVIDIA CORP,189.25999
86580,2022-06-08,NVIDIA CORP,186.48000
86580,2022-06-09,NVIDIA CORP,180.48000
86580,2022-06-10,NVIDIA CORP,169.74001
86580,2022-06-13,NVIDIA CORP,156.47000
86580,2022-06-14,NVIDIA CORP,158.36000
86580,2022-06-15,NVIDIA CORP,165.27000
86580,2022-06-16,NVIDIA CORP,156.00999
86580,2022-06-17,NVIDIA CORP,158.80000
86580,2022-06-21,NVIDIA CORP,165.66000
86580,2022-06-22,NVIDIA CORP,163.60001
86580,2022-06-23,NVIDIA CORP,162.25000
86580,2022-06-24,NVIDIA CORP,171.25999
86580,2022-06-27,NVIDIA CORP,168.69000
86580,2022-06-28,NVIDIA CORP,159.82001
86580,2022-06-29,NVIDIA CORP,155.42000
86580,2022-06-30,NVIDIA CORP,151.59000
86580,2022-07-01,NVIDIA CORP,145.23000
86580,2022-07-05,NVIDIA CORP,149.64000
86580,2022-07-06,NVIDIA CORP,151.30000
86580,2022-07-07,NVIDIA CORP,158.58000
86580,2022-07-08,NVIDIA CORP,158.38000
86580,2022-07-11,NVIDIA CORP,151.52000
86580,2022-07-12,NVIDIA CORP,150.82001
86580,2022-07-13,NVIDIA CORP,151.64000
86580,2022-07-14,NVIDIA CORP,153.72000
86580,2022-07-15,NVIDIA CORP,157.62000
86580,2022-07-18,NVIDIA CORP,161.00999
86580,2022-07-19,NVIDIA CORP,169.92000
86580,2022-07-20,NVIDIA CORP,178.07001
86580,2022-07-21,NVIDIA CORP,180.50000
86580,2022-07-22,NVIDIA CORP,173.19000
86580,2022-07-25,NVIDIA CORP,170.24001
86580,2022-07-26,NVIDIA CORP,165.33000
86580,2022-07-27,NVIDIA CORP,177.89999
86580,2022-07-28,NVIDIA CORP,179.84000
86580,2022-07-29,NVIDIA CORP,181.63000
86580,2022-08-01,NVIDIA CORP,184.41000
86580,2022-08-02,NVIDIA CORP,185.25999
86580,2022-08-03,NVIDIA CORP,188.92999
86580,2022-08-04,NVIDIA CORP,192.14999
86580,2022-08-05,NVIDIA CORP,189.89000
86580,2022-08-08,NVIDIA CORP,177.92999
86580,2022-08-09,NVIDIA CORP,170.86000
86580,2022-08-10,NVIDIA CORP,180.97000
86580,2022-08-11,NVIDIA CORP,179.42000
86580,2022-08-12,NVIDIA CORP,187.09000
86580,2022-08-15,NVIDIA CORP,190.32001
86580,2022-08-16,NVIDIA CORP,188.78999
86580,2022-08-17,NVIDIA CORP,183.35001
86580,2022-08-18,NVIDIA CORP,187.73000
86580,2022-08-19,NVIDIA CORP,178.49001
86580,2022-08-22,NVIDIA CORP,170.34000
86580,2022-08-23,NVIDIA CORP,171.81000
86580,2022-08-24,NVIDIA CORP,172.22000
86580,2022-08-25,NVIDIA CORP,179.13000
86580,2022-08-26,NVIDIA CORP,162.60001
86580,2022-08-29,NVIDIA CORP,158.00999
86580,2022-08-30,NVIDIA CORP,154.67999
86580,2022-08-31,NVIDIA CORP,150.94000
86580,2022-09-01,NVIDIA CORP,139.37000
86580,2022-09-02,NVIDIA CORP,136.47000
86580,2022-09-06,NVIDIA CORP,134.64999
86580,2022-09-07,NVIDIA CORP,137.14000
86580,2022-09-08,NVIDIA CORP,139.89999
86580,2022-09-09,NVIDIA CORP,143.87000
86580,2022-09-12,NVIDIA CORP,145.05000
86580,2022-09-13,NVIDIA CORP,131.31000
86580,2022-09-14,NVIDIA CORP,131.28000
86580,2022-09-15,NVIDIA CORP,129.28999
86580,2022-09-16,NVIDIA CORP,131.98000
86580,2022-09-19,NVIDIA CORP,133.82001
86580,2022-09-20,NVIDIA CORP,131.75999
86580,2022-09-21,NVIDIA CORP,132.61000
86580,2022-09-22,NVIDIA CORP,125.61000
86580,2022-09-23,NVIDIA CORP,125.16000
86580,2022-09-26,NVIDIA CORP,122.28000
86580,2022-09-27,NVIDIA CORP,124.13000
86580,2022-09-28,NVIDIA CORP,127.36000
86580,2022-09-29,NVIDIA CORP,122.20000
86580,2022-09-30,NVIDIA CORP,121.39000
86580,2022-10-03,NVIDIA CORP,125.12000
86580,2022-10-04,NVIDIA CORP,131.67000
86580,2022-10-05,NVIDIA CORP,132.09000
86580,2022-10-06,NVIDIA CORP,131.30000
86580,2022-10-07,NVIDIA CORP,120.76000
86580,2022-10-10,NVIDIA CORP,116.70000
86580,2022-10-11,NVIDIA CORP,115.86000
86580,2022-10-12,NVIDIA CORP,115.00000
86580,2022-10-13,NVIDIA CORP,119.60000
86580,2022-10-14,NVIDIA CORP,112.27000
86580,2022-10-17,NVIDIA CORP,118.88000
86580,2022-10-18,NVIDIA CORP,119.67000
86580,2022-10-19,NVIDIA CORP,120.51000
86580,2022-10-20,NVIDIA CORP,121.94000
86580,2022-10-21,NVIDIA CORP,124.66000
86580,2022-10-24,NVIDIA CORP,125.99000
86580,2022-10-25,NVIDIA CORP,132.61000
86580,2022-10-26,NVIDIA CORP,128.96001
86580,2022-10-27,NVIDIA CORP,131.75999
86580,2022-10-28,NVIDIA CORP,138.34000
86580,2022-10-31,NVIDIA CORP,134.97000
86580,2022-11-01,NVIDIA CORP,135.42999
86580,2022-11-02,NVIDIA CORP,132.19000
86580,2022-11-03,NVIDIA CORP,134.21001
86580,2022-11-04,NVIDIA CORP,141.56000
86580,2022-11-07,NVIDIA CORP,143.00999
86580,2022-11-08,NVIDIA CORP,146.02000
86580,2022-11-09,NVIDIA CORP,137.75999
86580,2022-11-10,NVIDIA CORP,157.50000
86580,2022-11-11,NVIDIA CORP,163.27000
86580,2022-11-14,NVIDIA CORP,162.95000
86580,2022-11-15,NVIDIA CORP,166.66000
86580,2022-11-16,NVIDIA CORP,159.10001
86580,2022-11-17,NVIDIA CORP,156.77000
86580,2022-11-18,NVIDIA CORP,154.09000
86580,2022-11-21,NVIDIA CORP,153.17000
86580,2022-11-22,NVIDIA CORP,160.38000
86580,2022-11-23,NVIDIA CORP,165.19000
86580,2022-11-25,NVIDIA CORP,162.70000
86580,2022-11-28,NVIDIA CORP,158.27000
86580,2022-11-29,NVIDIA CORP,156.39000
86580,2022-11-30,NVIDIA CORP,169.23000
86580,2022-12-01,NVIDIA CORP,171.35001
86580,2022-12-02,NVIDIA CORP,168.75999
86580,2022-12-05,NVIDIA CORP,166.10001
86580,2022-12-06,NVIDIA CORP,159.87000
86580,2022-12-07,NVIDIA CORP,161.20000
86580,2022-12-08,NVIDIA CORP,171.69000
86580,2022-12-09,NVIDIA CORP,170.00999
86580,2022-12-12,NVIDIA CORP,175.35001
86580,2022-12-13,NVIDIA CORP,180.72000
86580,2022-12-14,NVIDIA CORP,176.74001
86580,2022-12-15,NVIDIA CORP,169.52000
86580,2022-12-16,NVIDIA CORP,165.71001
86580,2022-12-19,NVIDIA CORP,162.53999
86580,2022-12-20,NVIDIA CORP,160.85001
86580,2022-12-21,NVIDIA CORP,165.00999
86580,2022-12-22,NVIDIA CORP,153.39000
86580,2022-12-23,NVIDIA CORP,152.06000
86580,2022-12-27,NVIDIA CORP,141.21001
86580,2022-12-28,NVIDIA CORP,140.36000
86580,2022-12-29,NVIDIA CORP,146.03000
86580,2022-12-30,NVIDIA CORP,146.14000
86580,2023-01-03,NVIDIA CORP,143.14999
86580,2023-01-04,NVIDIA CORP,147.49001
86580,2023-01-05,NVIDIA CORP,142.64999
86580,2023-01-06,NVIDIA CORP,148.59000
86580,2023-01-09,NVIDIA CORP,156.28000
86580,2023-01-10,NVIDIA CORP,159.09000
86580,2023-01-11,NVIDIA CORP,160.00999
86580,2023-01-12,NVIDIA CORP,165.11000
86580,2023-01-13,NVIDIA CORP,168.99001
86580,2023-01-17,NVIDIA CORP,177.02000
86580,2023-01-18,NVIDIA CORP,173.77000
86580,2023-01-19,NVIDIA CORP,167.64999
86580,2023-01-20,NVIDIA CORP,178.39000
86580,2023-01-23,NVIDIA CORP,191.92999
86580,2023-01-24,NVIDIA CORP,192.64999
86580,2023-01-25,NVIDIA CORP,193.23000
86580,2023-01-26,NVIDIA CORP,198.02000
86580,2023-01-27,NVIDIA CORP,203.64999
86580,2023-01-30,NVIDIA CORP,191.62000
86580,2023-01-31,NVIDIA CORP,195.37000
86580,2023-02-01,NVIDIA CORP,209.42999
86580,2023-02-02,NVIDIA CORP,217.09000
86580,2023-02-03,NVIDIA CORP,211.00000
86580,2023-02-06,NVIDIA CORP,210.89000
86580,2023-02-07,NVIDIA CORP,221.73000
86580,2023-02-08,NVIDIA CORP,222.05000
86580,2023-02-09,NVIDIA CORP,223.37000
86580,2023-02-10,NVIDIA CORP,212.64999
86580,2023-02-13,NVIDIA CORP,217.88000
86580,2023-02-14,NVIDIA CORP,229.71001
86580,2023-02-15,NVIDIA CORP,227.64000
86580,2023-02-16,NVIDIA CORP,220.02000
86580,2023-02-17,NVIDIA CORP,213.88000
86580,2023-02-21,NVIDIA CORP,206.55000
86580,2023-02-22,NVIDIA CORP,207.53999
86580,2023-02-23,NVIDIA CORP,236.64000
86580,2023-02-24,NVIDIA CORP,232.86000
86580,2023-02-27,NVIDIA CORP,235.00999
86580,2023-02-28,NVIDIA CORP,232.16000
86580,2023-03-01,NVIDIA CORP,226.98000
86580,2023-03-02,NVIDIA CORP,233.14000
86580,2023-03-03,NVIDIA CORP,238.89999
86580,2023-03-06,NVIDIA CORP,235.53999
86580,2023-03-07,NVIDIA CORP,232.88000
86580,2023-03-08,NVIDIA CORP,241.81000
86580,2023-03-09,NVIDIA CORP,234.36000
86580,2023-03-10,NVIDIA CORP,229.64999
86580,2023-03-13,NVIDIA CORP,229.66000
86580,2023-03-14,NVIDIA CORP,240.63000
86580,2023-03-15,NVIDIA CORP,242.28000
86580,2023-03-16,NVIDIA CORP,255.41000
86580,2023-03-17,NVIDIA CORP,257.25000
86580,2023-03-20,NVIDIA CORP,259.00000
86580,2023-03-21,NVIDIA CORP,261.98999
86580,2023-03-22,NVIDIA CORP,264.67999
86580,2023-03-23,NVIDIA CORP,271.91000
86580,2023-03-24,NVIDIA CORP,267.79001
86580,2023-03-27,NVIDIA CORP,265.31000
86580,2023-03-28,NVIDIA CORP,264.10001
86580,2023-03-29,NVIDIA CORP,269.84000
86580,2023-03-30,NVIDIA CORP,273.82999
86580,2023-03-31,NVIDIA CORP,277.76999
86580,2023-04-03,NVIDIA CORP,279.64999
86580,2023-04-04,NVIDIA CORP,274.53000
86580,2023-04-05,NVIDIA CORP,268.81000
86580,2023-04-06,NVIDIA CORP,270.37000
86580,2023-04-10,NVIDIA CORP,275.79001
86580,2023-04-11,NVIDIA CORP,271.69000
86580,2023-04-12,NVIDIA CORP,264.95001
86580,2023-04-13,NVIDIA CORP,264.63000
86580,2023-04-14,NVIDIA CORP,267.57999
86580,2023-04-17,NVIDIA CORP,270.01999
86580,2023-04-18,NVIDIA CORP,276.67001
86580,2023-04-19,NVIDIA CORP,279.31000
86580,2023-04-20,NVIDIA CORP,271.04001
86580,2023-04-21,NVIDIA CORP,271.19000
86580,2023-04-24,NVIDIA CORP,270.42001
86580,2023-04-25,NVIDIA CORP,262.41000
86580,2023-04-26,NVIDIA CORP,269.56000
86580,2023-04-27,NVIDIA CORP,272.26001
86580,2023-04-28,NVIDIA CORP,277.48999
86580,2023-05-01,NVIDIA CORP,289.10001
86580,2023-05-02,NVIDIA CORP,282.10001
86580,2023-05-03,NVIDIA CORP,278.01999
86580,2023-05-04,NVIDIA CORP,275.62000
86580,2023-05-05,NVIDIA CORP,286.79999
86580,2023-05-08,NVIDIA CORP,291.51001
86580,2023-05-09,NVIDIA CORP,285.70999
86580,2023-05-10,NVIDIA CORP,288.85001
86580,2023-05-11,NVIDIA CORP,285.78000
86580,2023-05-12,NVIDIA CORP,283.39999
86580,2023-05-15,NVIDIA CORP,289.53000
86580,2023-05-16,NVIDIA CORP,292.13000
86580,2023-05-17,NVIDIA CORP,301.78000
86580,2023-05-18,NVIDIA CORP,316.78000
86580,2023-05-19,NVIDIA CORP,312.64001
86580,2023-05-22,NVIDIA CORP,311.76001
86580,2023-05-23,NVIDIA CORP,306.88000
86580,2023-05-24,NVIDIA CORP,305.38000
86580,2023-05-25,NVIDIA CORP,379.79999
86580,2023-05-26,NVIDIA CORP,389.45999
86580,2023-05-30,NVIDIA CORP,401.10999
86580,2023-05-31,NVIDIA CORP,378.34000
86580,2023-06-01,NVIDIA CORP,397.70001
86580,2023-06-02,NVIDIA CORP,393.26999
86580,2023-06-05,NVIDIA CORP,391.70999
86580,2023-06-06,NVIDIA CORP,386.54001
86580,2023-06-07,NVIDIA CORP,374.75000
86580,2023-06-08,NVIDIA CORP,385.10001
86580,2023-06-09,NVIDIA CORP,387.70001
86580,2023-06-12,NVIDIA CORP,394.82001
86580,2023-06-13,NVIDIA CORP,410.22000
86580,2023-06-14,NVIDIA CORP,429.97000
86580,2023-06-15,NVIDIA CORP,426.53000
86580,2023-06-16,NVIDIA CORP,426.92001
86580,2023-06-20,NVIDIA CORP,438.07999
86580,2023-06-21,NVIDIA CORP,430.45001
86580,2023-06-22,NVIDIA CORP,430.25000
86580,2023-06-23,NVIDIA CORP,422.09000
86580,2023-06-26,NVIDIA CORP,406.32001
86580,2023-06-27,NVIDIA CORP,418.76001
86580,2023-06-28,NVIDIA CORP,411.17001
86580,2023-06-29,NVIDIA CORP,408.22000
86580,2023-06-30,NVIDIA CORP,423.01999
86580,2023-07-03,NVIDIA CORP,424.13000
86580,2023-07-05,NVIDIA CORP,423.17001
86580,2023-07-06,NVIDIA CORP,421.03000
86580,2023-07-07,NVIDIA CORP,425.03000
86580,2023-07-10,NVIDIA CORP,421.79999
86580,2023-07-11,NVIDIA CORP,424.04999
86580,2023-07-12,NVIDIA CORP,439.01999
86580,2023-07-13,NVIDIA CORP,459.76999
86580,2023-07-14,NVIDIA CORP,454.69000
86580,2023-07-17,NVIDIA CORP,464.60999
86580,2023-07-18,NVIDIA CORP,474.94000
86580,2023-07-19,NVIDIA CORP,470.76999
86580,2023-07-20,NVIDIA CORP,455.20001
86580,2023-07-21,NVIDIA CORP,443.09000
86580,2023-07-24,NVIDIA CORP,446.12000
86580,2023-07-25,NVIDIA CORP,456.79001
86580,2023-07-26,NVIDIA CORP,454.51999
86580,2023-07-27,NVIDIA CORP,459.00000
86580,2023-07-28,NVIDIA CORP,467.50000
86580,2023-07-31,NVIDIA CORP,467.29001
86580,2023-08-01,NVIDIA CORP,465.07001
86580,2023-08-02,NVIDIA CORP,442.69000
86580,2023-08-03,NVIDIA CORP,445.14999
86580,2023-08-04,NVIDIA CORP,446.79999
86580,2023-08-07,NVIDIA CORP,454.16501
86580,2023-08-08,NVIDIA CORP,446.64001
86580,2023-08-09,NVIDIA CORP,425.54001
86580,2023-08-10,NVIDIA CORP,423.88000
86580,2023-08-11,NVIDIA CORP,408.54999
86580,2023-08-14,NVIDIA CORP,437.53000
86580,2023-08-15,NVIDIA CORP,439.39999
86580,2023-08-16,NVIDIA CORP,434.85999
86580,2023-08-17,NVIDIA CORP,433.43500
86580,2023-08-18,NVIDIA CORP,432.98999
86580,2023-08-21,NVIDIA CORP,469.67001
86580,2023-08-22,NVIDIA CORP,456.67999
86580,2023-08-23,NVIDIA CORP,471.16000
86580,2023-08-24,NVIDIA CORP,471.63000
86580,2023-08-25,NVIDIA CORP,460.17999
86580,2023-08-28,NVIDIA CORP,468.35001
86580,2023-08-29,NVIDIA CORP,487.84000
86580,2023-08-30,NVIDIA CORP,492.64001
86580,2023-08-31,NVIDIA CORP,493.54999
86580,2023-09-01,NVIDIA CORP,485.09000
86580,2023-09-05,NVIDIA CORP,485.48001
86580,2023-09-06,NVIDIA CORP,470.60999
86580,2023-09-07,NVIDIA CORP,462.41000
86580,2023-09-08,NVIDIA CORP,455.72000
86580,2023-09-11,NVIDIA CORP,451.78000
86580,2023-09-12,NVIDIA CORP,448.70001
86580,2023-09-13,NVIDIA CORP,454.85001
86580,2023-09-14,NVIDIA CORP,455.81000
86580,2023-09-15,NVIDIA CORP,439.00000
86580,2023-09-18,NVIDIA CORP,439.66000
86580,2023-09-19,NVIDIA CORP,435.20001
86580,2023-09-20,NVIDIA CORP,422.39001
86580,2023-09-21,NVIDIA CORP,410.17001
86580,2023-09-22,NVIDIA CORP,416.10001
86580,2023-09-25,NVIDIA CORP,422.22000
86580,2023-09-26,NVIDIA CORP,419.10999
86580,2023-09-27,NVIDIA CORP,424.67999
86580,2023-09-28,NVIDIA CORP,430.89001
86580,2023-09-29,NVIDIA CORP,434.98999
