PERMNO,date,COMNAM,PRC
93436,2023-05-23,TESLA INC,185.77000
93436,2023-05-24,TESLA INC,182.89999
93436,2023-05-25,TESLA INC,184.47000
93436,2023-05-26,TESLA INC,193.17000
93436,2023-05-30,TESLA INC,201.16000
93436,2023-05-31,TESLA INC,203.92999
93436,2023-06-01,TESLA INC,207.52000
93436,2023-06-02,TESLA INC,213.97000
93436,2023-06-05,TESLA INC,217.61000
93436,2023-06-06,TESLA INC,221.31000
93436,2023-06-07,TESLA INC,224.57001
93436,2023-06-08,TESLA INC,234.86000
93436,2023-06-09,TESLA INC,244.39999
93436,2023-06-12,TESLA INC,249.83000
93436,2023-06-13,TESLA INC,258.70999
93436,2023-06-14,TESLA INC,256.79001
93436,2023-06-15,TESLA INC,255.89999
93436,2023-06-16,TESLA INC,260.54001
93436,2023-06-20,TESLA INC,274.45001
93436,2023-06-21,TESLA INC,259.45999
93436,2023-06-22,TESLA INC,264.60999
93436,2023-06-23,TESLA INC,256.60001
93436,2023-06-26,TESLA INC,241.05000
93436,2023-06-27,TESLA INC,250.21001
93436,2023-06-28,TESLA INC,256.23999
93436,2023-06-29,TESLA INC,257.50000
93436,2023-06-30,TESLA INC,261.76999
93436,2023-07-03,TESLA INC,279.82001
93436,2023-07-05,TESLA INC,282.48001
93436,2023-07-06,TESLA INC,276.54001
93436,2023-07-07,TESLA INC,274.42999
93436,2023-07-10,TESLA INC,269.60999
93436,2023-07-11,TESLA INC,269.79001
93436,2023-07-12,TESLA INC,271.98999
93436,2023-07-13,TESLA INC,277.89999
93436,2023-07-14,TESLA INC,281.38000
93436,2023-07-17,TESLA INC,290.38000
93436,2023-07-18,TESLA INC,293.34000
93436,2023-07-19,TESLA INC,291.26001
93436,2023-07-20,TESLA INC,262.89999
93436,2023-07-21,TESLA INC,260.01999
93436,2023-07-24,TESLA INC,269.06000
93436,2023-07-25,TESLA INC,265.28000
93436,2023-07-26,TESLA INC,264.35001
93436,2023-07-27,TESLA INC,255.71001
93436,2023-07-28,TESLA INC,266.44000
93436,2023-07-31,TESLA INC,267.42999
93436,2023-08-01,TESLA INC,261.07001
93436,2023-08-02,TESLA INC,254.11000
93436,2023-08-03,TESLA INC,259.32001
93436,2023-08-04,TESLA INC,253.86000
93436,2023-08-07,TESLA INC,251.45000
93436,2023-08-08,TESLA INC,249.70000
93436,2023-08-09,TESLA INC,242.19000
93436,2023-08-10,TESLA INC,245.34000
93436,2023-08-11,TESLA INC,242.64999
93436,2023-08-14,TESLA INC,239.75999
93436,2023-08-15,TESLA INC,232.96001
93436,2023-08-16,TESLA INC,225.60001
93436,2023-08-17,TESLA INC,219.22000
93436,2023-08-18,TESLA INC,215.49001
93436,2023-08-21,TESLA INC,231.28000
93436,2023-08-22,TESLA INC,233.19000
93436,2023-08-23,TESLA INC,236.86000
93436,2023-08-24,TESLA INC,230.03999
93436,2023-08-25,TESLA INC,238.59000
93436,2023-08-28,TESLA INC,238.82001
93436,2023-08-29,TESLA INC,257.17999
93436,2023-08-30,TESLA INC,256.89999
93436,2023-08-31,TESLA INC,258.07999
93436,2023-09-01,TESLA INC,245.00999
93436,2023-09-05,TESLA INC,256.48999
93436,2023-09-06,TESLA INC,251.92000
93436,2023-09-07,TESLA INC,251.49001
93436,2023-09-08,TESLA INC,248.50000
93436,2023-09-11,TESLA INC,273.57999
93436,2023-09-12,TESLA INC,267.48001
93436,2023-09-13,TESLA INC,271.29999
93436,2023-09-14,TESLA INC,276.04001
93436,2023-09-15,TESLA INC,274.39001
93436,2023-09-18,TESLA INC,265.28000
93436,2023-09-19,TESLA INC,266.50000
93436,2023-09-20,TESLA INC,262.59000
93436,2023-09-21,TESLA INC,255.70000
93436,2023-09-22,TESLA INC,244.88000
93436,2023-09-25,TESLA INC,246.99001
93436,2023-09-26,TESLA INC,244.12000
93436,2023-09-27,TESLA INC,240.50000
93436,2023-09-28,TESLA INC,246.38000
93436,2023-09-29,TESLA INC,250.22000
93436,2023-10-02,TESLA INC,251.60001
93436,2023-10-03,TESLA INC,246.53000
93436,2023-10-04,TESLA INC,261.16000
93436,2023-10-05,TESLA INC,260.04999
93436,2023-10-06,TESLA INC,260.53000
93436,2023-10-09,TESLA INC,259.67001
93436,2023-10-10,TESLA INC,263.62000
93436,2023-10-11,TESLA INC,262.98999
93436,2023-10-12,TESLA INC,258.87000
93436,2023-10-13,TESLA INC,251.12000
93436,2023-10-16,TESLA INC,253.92000
93436,2023-10-17,TESLA INC,254.85001
93436,2023-10-18,TESLA INC,242.67999
93436,2023-10-19,TESLA INC,220.11000
93436,2023-10-20,TESLA INC,211.99001
93436,2023-10-23,TESLA INC,212.08000
93436,2023-10-24,TESLA INC,216.52000
93436,2023-10-25,TESLA INC,212.42000
93436,2023-10-26,TESLA INC,205.75999
93436,2023-10-27,TESLA INC,207.30000
93436,2023-10-30,TESLA INC,197.36000
93436,2023-10-31,TESLA INC,200.84000
93436,2023-11-01,TESLA INC,205.66000
93436,2023-11-02,TESLA INC,218.50999
93436,2023-11-03,TESLA INC,219.96001
93436,2023-11-06,TESLA INC,219.27000
93436,2023-11-07,TESLA INC,222.17999
93436,2023-11-08,TESLA INC,222.11000
93436,2023-11-09,TESLA INC,209.98000
93436,2023-11-10,TESLA INC,214.64999
93436,2023-11-13,TESLA INC,223.71001
93436,2023-11-14,TESLA INC,237.41000
93436,2023-11-15,TESLA INC,242.84000
93436,2023-11-16,TESLA INC,233.59000
93436,2023-11-17,TESLA INC,234.30000
93436,2023-11-20,TESLA INC,235.60001
93436,2023-11-21,TESLA INC,241.20000
93436,2023-11-22,TESLA INC,234.21001
93436,2023-11-24,TESLA INC,235.45000
93436,2023-11-27,TESLA INC,236.08000
93436,2023-11-28,TESLA INC,246.72000
93436,2023-11-29,TESLA INC,244.14000
93436,2023-11-30,TESLA INC,240.08000
93436,2023-12-01,TESLA INC,238.83000
93436,2023-12-04,TESLA INC,235.58000
93436,2023-12-05,TESLA INC,238.72000
93436,2023-12-06,TESLA INC,239.37000
93436,2023-12-07,TESLA INC,242.64000
93436,2023-12-08,TESLA INC,243.84000
93436,2023-12-11,TESLA INC,239.74001
93436,2023-12-12,TESLA INC,237.00999
93436,2023-12-13,TESLA INC,239.28999
93436,2023-12-14,TESLA INC,251.05000
93436,2023-12-15,TESLA INC,253.50000
93436,2023-12-18,TESLA INC,252.08000
93436,2023-12-19,TESLA INC,257.22000
93436,2023-12-20,TESLA INC,247.14000
93436,2023-12-21,TESLA INC,254.50000
93436,2023-12-22,TESLA INC,252.53999
93436,2023-12-26,TESLA INC,256.60999
93436,2023-12-27,TESLA INC,261.44000
93436,2023-12-28,TESLA INC,253.17999
93436,2023-12-29,TESLA INC,248.48000
93436,2024-01-02,TESLA INC,248.42000
93436,2024-01-03,TESLA INC,238.45000
93436,2024-01-04,TESLA INC,237.92999
93436,2024-01-05,TESLA INC,237.49001
93436,2024-01-08,TESLA INC,240.45000
93436,2024-01-09,TESLA INC,234.96001
93436,2024-01-10,TESLA INC,233.94000
93436,2024-01-11,TESLA INC,227.22000
93436,2024-01-12,TESLA INC,218.89000
93436,2024-01-16,TESLA INC,219.91000
93436,2024-01-17,TESLA INC,215.55000
93436,2024-01-18,TESLA INC,211.88000
93436,2024-01-19,TESLA INC,212.19000
93436,2024-01-22,TESLA INC,208.80000
93436,2024-01-23,TESLA INC,209.14000
93436,2024-01-24,TESLA INC,207.83000
93436,2024-01-25,TESLA INC,182.63000
93436,2024-01-26,TESLA INC,183.25000
93436,2024-01-29,TESLA INC,190.92999
93436,2024-01-30,TESLA INC,191.59000
93436,2024-01-31,TESLA INC,187.28999
93436,2024-02-01,TESLA INC,188.86000
93436,2024-02-02,TESLA INC,187.91000
93436,2024-02-05,TESLA INC,181.06000
93436,2024-02-06,TESLA INC,185.10001
93436,2024-02-07,TESLA INC,187.58000
93436,2024-02-08,TESLA INC,189.56000
93436,2024-02-09,TESLA INC,193.57001
93436,2024-02-12,TESLA INC,188.13000
93436,2024-02-13,TESLA INC,184.02000
93436,2024-02-14,TESLA INC,188.71001
93436,2024-02-15,TESLA INC,200.45000
93436,2024-02-16,TESLA INC,199.95000
93436,2024-02-20,TESLA INC,193.75999
93436,2024-02-21,TESLA INC,194.77000
93436,2024-02-22,TESLA INC,197.41000
93436,2024-02-23,TESLA INC,191.97000
93436,2024-02-26,TESLA INC,199.39999
93436,2024-02-27,TESLA INC,199.73000
93436,2024-02-28,TESLA INC,202.03999
93436,2024-02-29,TESLA INC,201.88000
93436,2024-03-01,TESLA INC,202.64000
93436,2024-03-04,TESLA INC,188.14000
93436,2024-03-05,TESLA INC,180.74001
93436,2024-03-06,TESLA INC,176.53999
93436,2024-03-07,TESLA INC,178.64999
93436,2024-03-08,TESLA INC,175.34000
93436,2024-03-11,TESLA INC,177.77000
93436,2024-03-12,TESLA INC,177.53999
93436,2024-03-13,TESLA INC,169.48000
93436,2024-03-14,TESLA INC,162.50000
93436,2024-03-15,TESLA INC,163.57001
93436,2024-03-18,TESLA INC,173.80000
93436,2024-03-19,TESLA INC,171.32001
93436,2024-03-20,TESLA INC,175.66000
93436,2024-03-21,TESLA INC,172.82001
93436,2024-03-22,TESLA INC,170.83000
93436,2024-03-25,TESLA INC,172.63000
93436,2024-03-26,TESLA INC,177.67000
93436,2024-03-27,TESLA INC,179.83000
93436,2024-03-28,TESLA INC,175.78999
93436,2024-04-01,TESLA INC,175.22000
93436,2024-04-02,TESLA INC,166.63000
93436,2024-04-03,TESLA INC,168.38000
93436,2024-04-04,TESLA INC,171.11000
93436,2024-04-05,TESLA INC,164.89999
93436,2024-04-08,TESLA INC,172.98000
93436,2024-04-09,TESLA INC,176.88000
93436,2024-04-10,TESLA INC,171.75999
93436,2024-04-11,TESLA INC,174.60001
93436,2024-04-12,TESLA INC,171.05000
93436,2024-04-15,TESLA INC,161.48000
93436,2024-04-16,TESLA INC,157.11000
93436,2024-04-17,TESLA INC,155.45000
93436,2024-04-18,TESLA INC,149.92999
93436,2024-04-19,TESLA INC,147.05000
93436,2024-04-22,TESLA INC,142.05000
93436,2024-04-23,TESLA INC,144.67999
93436,2024-04-24,TESLA INC,162.13000
93436,2024-04-25,TESLA INC,170.17999
93436,2024-04-26,TESLA INC,168.28999
93436,2024-04-29,TESLA INC,194.05000
93436,2024-04-30,TESLA INC,183.28000
93436,2024-05-01,TESLA INC,179.99001
93436,2024-05-02,TESLA INC,180.00999
93436,2024-05-03,TESLA INC,181.19000
93436,2024-05-06,TESLA INC,184.75999
93436,2024-05-07,TESLA INC,177.81000
93436,2024-05-08,TESLA INC,174.72000
93436,2024-05-09,TESLA INC,171.97000
93436,2024-05-10,TESLA INC,168.47000
93436,2024-05-13,TESLA INC,171.89000
93436,2024-05-14,TESLA INC,177.55000
93436,2024-05-15,TESLA INC,173.99001
93436,2024-05-16,TESLA INC,174.84000
93436,2024-05-17,TESLA INC,177.46001
93436,2024-05-20,TESLA INC,174.95000
93436,2024-05-21,TESLA INC,186.60001
93436,2024-05-22,TESLA INC,180.11000
93436,2024-05-23,TESLA INC,173.74001
93436,2024-05-24,TESLA INC,179.24001
93436,2024-05-28,TESLA INC,176.75000
93436,2024-05-29,TESLA INC,176.19000
93436,2024-05-30,TESLA INC,178.78999
93436,2024-05-31,TESLA INC,178.08000
93436,2024-06-03,TESLA INC,176.28999
93436,2024-06-04,TESLA INC,174.77000
93436,2024-06-05,TESLA INC,175.00000
93436,2024-06-06,TESLA INC,177.94000
93436,2024-06-07,TESLA INC,177.48000
93436,2024-06-10,TESLA INC,173.78999
93436,2024-06-11,TESLA INC,170.66000
93436,2024-06-12,TESLA INC,177.28999
93436,2024-06-13,TESLA INC,182.47000
93436,2024-06-14,TESLA INC,178.00999
93436,2024-06-17,TESLA INC,187.44000
93436,2024-06-18,TESLA INC,184.86000
93436,2024-06-20,TESLA INC,181.57001
93436,2024-06-21,TESLA INC,183.00999
93436,2024-06-24,TESLA INC,182.58000
93436,2024-06-25,TESLA INC,187.35001
93436,2024-06-26,TESLA INC,196.37000
93436,2024-06-27,TESLA INC,197.42000
93436,2024-06-28,TESLA INC,197.88000
93436,2024-07-01,TESLA INC,209.86000
93436,2024-07-02,TESLA INC,231.25999
93436,2024-07-03,TESLA INC,246.39000
93436,2024-07-05,TESLA INC,251.52000
93436,2024-07-08,TESLA INC,252.94000
93436,2024-07-09,TESLA INC,262.32999
93436,2024-07-10,TESLA INC,263.26001
93436,2024-07-11,TESLA INC,241.03000
93436,2024-07-12,TESLA INC,248.23000
93436,2024-07-15,TESLA INC,252.64000
93436,2024-07-16,TESLA INC,256.56000
93436,2024-07-17,TESLA INC,248.50000
93436,2024-07-18,TESLA INC,249.23000
93436,2024-07-19,TESLA INC,239.20000
93436,2024-07-22,TESLA INC,251.50999
93436,2024-07-23,TESLA INC,246.38000
93436,2024-07-24,TESLA INC,215.99001
93436,2024-07-25,TESLA INC,220.25000
93436,2024-07-26,TESLA INC,219.80000
93436,2024-07-29,TESLA INC,232.10001
93436,2024-07-30,TESLA INC,222.62000
93436,2024-07-31,TESLA INC,232.07001
93436,2024-08-01,TESLA INC,216.86000
93436,2024-08-02,TESLA INC,207.67000
93436,2024-08-05,TESLA INC,198.88000
93436,2024-08-06,TESLA INC,200.64000
93436,2024-08-07,TESLA INC,191.75999
93436,2024-08-08,TESLA INC,198.84000
93436,2024-08-09,TESLA INC,200.00000
93436,2024-08-12,TESLA INC,197.49001
93436,2024-08-13,TESLA INC,207.83000
93436,2024-08-14,TESLA INC,201.38000
93436,2024-08-15,TESLA INC,214.14000
93436,2024-08-16,TESLA INC,216.12000
93436,2024-08-19,TESLA INC,222.72000
93436,2024-08-20,TESLA INC,221.10001
93436,2024-08-21,TESLA INC,223.27000
93436,2024-08-22,TESLA INC,210.66000
93436,2024-08-23,TESLA INC,220.32001
93436,2024-08-26,TESLA INC,213.21001
93436,2024-08-27,TESLA INC,209.21001
93436,2024-08-28,TESLA INC,205.75000
93436,2024-08-29,TESLA INC,206.28000
93436,2024-08-30,TESLA INC,214.11000
93436,2024-09-03,TESLA INC,210.60001
93436,2024-09-04,TESLA INC,219.41000
93436,2024-09-05,TESLA INC,230.17000
93436,2024-09-06,TESLA INC,210.73000
93436,2024-09-09,TESLA INC,216.27000
93436,2024-09-10,TESLA INC,226.17000
93436,2024-09-11,TESLA INC,228.13000
93436,2024-09-12,TESLA INC,229.81000
93436,2024-09-13,TESLA INC,230.28999
93436,2024-09-16,TESLA INC,226.78000
93436,2024-09-17,TESLA INC,227.87000
93436,2024-09-18,TESLA INC,227.20000
93436,2024-09-19,TESLA INC,243.92000
93436,2024-09-20,TESLA INC,238.25000
93436,2024-09-23,TESLA INC,250.00000
93436,2024-09-24,TESLA INC,254.27000
93436,2024-09-25,TESLA INC,257.01999
93436,2024-09-26,TESLA INC,254.22000
93436,2024-09-27,TESLA INC,260.45999
93436,2024-09-30,TESLA INC,261.63000
